c PyNETGEN v1.0.0
c $ pip install pynetgen
c
c  NETGEN flow network generation algorithm
a 99 51 0 163 86
a 99 54 0 434 138
a 99 53 0 478 195
a 99 103 0 214 150
a 102 93 0 193 101
a 102 89 0 387 52
a 102 8 0 754 174
a 102 86 0 178 15
a 102 79 0 759 122
a 102 62 0 535 64
a 102 72 0 578 184
a 102 91 0 261 8
a 102 44 0 558 161
a 102 96 0 816 194
a 102 37 0 560 65
a 2 49 0 690 200
a 2 77 0 978 68
a 2 56 0 667 128
a 8 98 0 690 200
a 8 119 0 690 200
a 8 49 0 738 121
a 8 20 0 430 73
a 8 11 0 490 82
a 8 45 0 846 148
a 8 78 0 117 97
a 8 38 0 336 9
a 8 65 0 611 149
a 8 85 0 659 67
a 8 36 0 255 125
a 8 58 0 203 111
a 8 56 0 727 87
a 8 40 0 105 92
a 8 28 0 712 170
a 8 16 0 1000 44
a 8 87 0 713 58
a 19 78 0 690 200
a 19 11 0 902 185
a 19 44 0 861 191
a 19 69 0 576 4
a 19 101 0 777 86
a 19 104 0 964 187
a 19 119 0 493 168
a 19 79 0 589 67
a 19 110 0 159 36
a 19 112 0 700 23
a 19 95 0 850 4
a 19 70 0 624 175
a 19 22 0 164 172
a 26 36 0 690 200
a 26 96 0 941 199
a 30 32 0 690 40
a 30 119 0 429 20
a 30 74 0 932 125
a 30 43 0 348 192
a 30 28 0 956 97
a 30 76 0 193 19
a 30 56 0 638 31
a 30 73 0 708 4
a 30 86 0 213 60
a 32 54 0 690 33
a 32 15 0 872 176
a 32 51 0 178 139
a 32 116 0 161 38
a 32 23 0 133 41
a 32 111 0 607 143
a 32 66 0 610 38
a 32 33 0 633 96
a 36 8 0 690 24
a 36 115 0 174 184
a 36 83 0 307 34
a 36 118 0 734 112
a 36 10 0 156 46
a 36 43 0 309 7
a 36 29 0 737 63
a 36 77 0 602 74
a 36 31 0 552 118
a 36 66 0 665 11
a 36 76 0 345 156
a 36 35 0 902 131
a 49 63 0 690 34
a 49 116 0 442 67
a 49 13 0 703 65
a 49 55 0 179 105
a 49 59 0 585 26
a 49 113 0 797 69
a 49 8 0 878 31
a 49 45 0 136 48
a 49 40 0 326 39
a 49 95 0 757 7
a 49 47 0 474 127
a 49 92 0 741 127
a 50 26 0 690 200
a 50 16 0 165 68
a 50 33 0 264 64
a 50 51 0 207 74
a 50 35 0 412 142
a 50 40 0 504 194
a 50 37 0 470 156
a 54 88 0 690 185
a 54 116 0 961 99
a 54 85 0 728 146
a 54 106 0 343 31
a 54 71 0 189 53
a 54 26 0 698 193
a 54 27 0 400 196
a 54 113 0 580 94
a 54 24 0 259 140
a 54 20 0 671 158
a 54 112 0 531 178
a 54 86 0 736 191
a 63 73 0 690 194
a 63 8 0 974 191
a 63 43 0 961 145
a 63 42 0 496 86
a 63 71 0 621 175
a 63 47 0 719 54
a 63 118 0 265 13
a 63 74 0 426 85
a 63 115 0 399 190
a 73 94 0 690 200
a 73 110 0 203 75
a 73 46 0 253 8
a 73 107 0 642 161
a 73 74 0 467 19
a 73 8 0 279 19
a 73 23 0 807 153
a 73 21 0 511 172
a 73 56 0 487 39
a 73 22 0 642 86
a 73 51 0 971 15
a 73 66 0 292 200
a 73 108 0 405 83
a 78 30 0 690 200
a 78 34 0 414 88
a 78 51 0 620 16
a 78 72 0 641 46
a 78 75 0 368 164
a 78 43 0 429 86
a 78 102 0 854 189
a 78 86 0 483 146
a 87 50 0 690 200
a 87 73 0 977 26
a 87 79 0 969 199
a 87 86 0 506 5
a 88 87 0 690 200
a 88 57 0 719 98
a 88 10 0 655 91
a 88 41 0 692 38
a 88 119 0 615 39
a 88 58 0 657 169
a 88 20 0 704 122
a 88 36 0 669 39
a 88 96 0 532 9
a 88 14 0 440 116
a 88 92 0 921 106
a 88 21 0 911 127
a 88 56 0 819 4
a 88 97 0 960 39
a 88 35 0 364 140
a 94 19 0 690 200
a 94 12 0 950 46
a 94 97 0 277 163
a 98 114 0 690 62
a 98 61 0 782 172
a 98 13 0 320 120
a 98 65 0 609 130
a 98 93 0 770 130
a 98 51 0 174 6
a 98 94 0 135 22
a 98 33 0 543 192
a 3 72 0 1674 200
a 3 59 0 436 53
a 3 83 0 386 125
a 3 35 0 420 145
a 3 82 0 453 18
a 3 23 0 225 184
a 3 47 0 685 176
a 3 96 0 243 193
a 3 104 0 224 35
a 3 90 0 912 141
a 3 50 0 938 172
a 3 111 0 972 116
a 3 109 0 437 132
a 3 97 0 211 88
a 3 61 0 637 43
a 9 113 0 1674 119
a 9 115 0 171 171
a 9 23 0 926 149
a 9 97 0 559 190
a 9 25 0 754 32
a 9 86 0 424 75
a 9 33 0 133 111
a 14 55 0 1674 200
a 14 95 0 717 200
a 14 92 0 614 63
a 14 35 0 851 181
a 14 71 0 867 169
a 14 85 0 632 166
a 14 53 0 266 10
a 14 116 0 691 187
a 41 96 0 1674 7
a 41 95 0 879 126
a 42 95 0 1674 35
a 42 89 0 939 120
a 42 78 0 680 12
a 42 103 0 770 41
a 42 23 0 734 198
a 42 114 0 902 55
a 42 51 0 115 24
a 42 84 0 112 117
a 55 118 0 1674 96
a 55 38 0 395 70
a 55 81 0 152 39
a 55 13 0 590 113
a 55 78 0 744 45
a 55 37 0 910 141
a 55 25 0 420 92
a 55 104 0 845 183
a 55 44 0 479 173
a 55 114 0 265 82
a 72 42 0 1674 200
a 72 30 0 122 142
a 72 40 0 248 92
a 72 53 0 923 107
a 72 101 0 962 125
a 72 63 0 139 164
a 72 64 0 207 65
a 72 107 0 421 177
a 72 17 0 467 43
a 72 113 0 129 115
a 76 41 0 1674 200
a 76 69 0 225 91
a 76 57 0 484 39
a 76 59 0 734 3
a 76 92 0 118 122
a 76 27 0 370 163
a 86 9 0 1674 200
a 86 115 0 526 184
a 86 82 0 732 61
a 86 23 0 637 152
a 86 75 0 924 183
a 86 46 0 752 134
a 86 59 0 808 43
a 86 47 0 689 11
a 86 55 0 842 164
a 86 69 0 356 53
a 86 104 0 128 76
a 86 80 0 281 114
a 95 97 0 1674 131
a 95 119 0 1674 200
a 95 98 0 792 119
a 95 71 0 614 6
a 95 111 0 746 107
a 95 118 0 596 155
a 96 14 0 1674 178
a 96 59 0 129 66
a 96 89 0 850 14
a 96 13 0 409 33
a 96 69 0 700 59
a 96 107 0 652 138
a 96 92 0 339 125
a 96 24 0 555 169
a 96 55 0 287 143
a 96 32 0 977 101
a 96 101 0 386 90
a 96 43 0 811 44
a 96 18 0 370 176
a 96 26 0 639 54
a 96 64 0 335 37
a 97 86 0 1674 184
a 97 107 0 104 98
a 97 78 0 407 74
a 97 104 0 607 190
a 97 46 0 416 7
a 97 50 0 115 17
a 97 110 0 357 115
a 97 95 0 346 24
a 97 75 0 637 167
a 97 105 0 377 91
a 97 64 0 607 160
a 113 76 0 1674 200
a 113 47 0 308 89
a 113 29 0 559 57
a 113 56 0 910 59
a 113 16 0 760 108
a 113 39 0 459 172
a 113 40 0 344 98
a 113 73 0 473 151
a 113 88 0 952 33
a 113 9 0 566 189
a 113 20 0 342 100
a 113 71 0 634 135
a 113 118 0 559 51
a 113 75 0 559 157
a 113 26 0 864 76
a 113 55 0 318 25
a 4 33 0 324 200
a 4 103 0 849 36
a 4 84 0 808 18
a 4 22 0 568 96
a 4 43 0 920 57
a 4 23 0 595 135
a 4 68 0 945 14
a 4 83 0 604 149
a 4 76 0 246 61
a 12 106 0 324 29
a 12 21 0 406 123
a 12 103 0 665 46
a 12 61 0 671 179
a 12 33 0 409 8
a 12 116 0 231 66
a 12 102 0 741 114
a 12 19 0 238 48
a 12 50 0 550 19
a 12 85 0 657 22
a 13 43 0 324 60
a 13 118 0 324 200
a 13 115 0 203 143
a 13 15 0 202 90
a 13 66 0 270 29
a 13 103 0 547 141
a 13 75 0 872 139
a 28 12 0 324 51
a 28 47 0 130 132
a 28 103 0 560 2
a 28 18 0 135 47
a 28 120 0 252 184
a 28 21 0 879 54
a 28 118 0 644 125
a 28 66 0 805 181
a 28 112 0 778 196
a 28 73 0 130 98
a 33 80 0 324 79
a 33 81 0 979 27
a 33 93 0 375 142
a 33 47 0 558 118
a 33 10 0 333 167
a 33 84 0 725 17
a 33 70 0 911 23
a 33 43 0 437 128
a 33 85 0 511 56
a 33 69 0 739 164
a 33 102 0 211 196
a 33 105 0 939 15
a 33 26 0 509 174
a 43 115 0 324 188
a 43 92 0 830 152
a 43 119 0 559 16
a 43 73 0 804 68
a 43 34 0 876 107
a 43 117 0 111 88
a 43 60 0 425 45
a 44 67 0 324 145
a 44 98 0 343 54
a 44 61 0 253 62
a 44 89 0 794 124
a 44 120 0 636 35
a 44 59 0 811 49
a 44 117 0 461 188
a 57 44 0 324 137
a 57 34 0 681 25
a 57 56 0 113 59
a 57 55 0 844 8
a 57 119 0 856 13
a 57 86 0 684 60
a 57 116 0 504 179
a 57 42 0 865 190
a 57 62 0 477 6
a 57 61 0 609 142
a 57 9 0 915 61
a 67 109 0 324 200
a 67 92 0 128 104
a 67 10 0 901 85
a 67 111 0 649 114
a 67 62 0 927 28
a 67 48 0 224 168
a 67 12 0 801 96
a 67 80 0 455 55
a 67 84 0 732 17
a 67 105 0 272 49
a 67 9 0 475 189
a 67 25 0 497 84
a 67 76 0 394 140
a 67 8 0 681 59
a 67 106 0 320 60
a 68 57 0 324 165
a 68 53 0 384 145
a 68 102 0 564 44
a 68 43 0 192 171
a 68 85 0 409 112
a 68 98 0 842 110
a 68 71 0 258 181
a 68 70 0 533 95
a 68 28 0 420 149
a 68 32 0 402 170
a 68 13 0 179 86
a 68 116 0 235 49
a 68 76 0 755 83
a 68 30 0 364 172
a 68 66 0 251 179
a 80 28 0 324 200
a 80 98 0 971 193
a 80 52 0 437 195
a 80 48 0 774 81
a 80 119 0 968 25
a 84 13 0 324 60
a 84 81 0 642 105
a 84 64 0 779 23
a 84 77 0 909 197
a 84 21 0 109 197
a 84 10 0 566 200
a 106 68 0 324 200
a 106 24 0 412 174
a 106 107 0 117 182
a 106 93 0 798 69
a 106 42 0 404 24
a 106 22 0 868 159
a 106 11 0 407 157
a 106 118 0 259 55
a 109 84 0 324 108
a 109 65 0 312 10
a 109 66 0 221 133
a 109 120 0 1000 140
a 109 56 0 541 32
a 109 114 0 923 183
a 109 78 0 831 31
a 109 38 0 246 11
a 109 25 0 961 115
a 109 89 0 568 173
a 109 32 0 431 12
a 5 107 0 387 100
a 5 11 0 225 163
a 5 30 0 788 187
a 5 94 0 511 121
a 5 99 0 627 164
a 5 96 0 706 115
a 5 92 0 598 189
a 5 28 0 640 84
a 11 46 0 387 200
a 11 63 0 464 176
a 11 81 0 502 160
a 11 116 0 256 30
a 11 19 0 813 40
a 15 70 0 387 164
a 15 32 0 472 73
a 15 26 0 234 167
a 15 77 0 767 25
a 15 21 0 608 93
a 15 60 0 923 155
a 15 114 0 697 52
a 15 29 0 643 101
a 15 35 0 398 117
a 15 58 0 297 184
a 15 112 0 125 65
a 15 82 0 322 122
a 21 114 0 387 144
a 21 117 0 387 200
a 21 60 0 616 133
a 21 99 0 807 75
a 21 90 0 691 63
a 21 110 0 718 5
a 21 46 0 290 101
a 21 103 0 191 77
a 21 52 0 128 105
a 21 23 0 676 28
a 21 74 0 450 191
a 21 79 0 914 58
a 21 48 0 240 162
a 21 13 0 630 33
a 21 101 0 102 49
a 46 53 0 387 60
a 46 64 0 737 177
a 46 58 0 546 195
a 46 114 0 668 132
a 53 21 0 387 200
a 53 69 0 259 112
a 53 60 0 796 134
a 53 90 0 732 190
a 53 8 0 442 164
a 53 49 0 864 166
a 53 44 0 717 137
a 53 120 0 282 72
a 53 9 0 980 165
a 53 102 0 394 7
a 53 55 0 329 44
a 53 65 0 962 179
a 53 43 0 855 142
a 53 56 0 152 9
a 56 15 0 387 200
a 56 55 0 604 136
a 56 89 0 132 106
a 56 21 0 112 120
a 56 16 0 913 98
a 56 118 0 958 173
a 56 111 0 345 150
a 56 53 0 854 188
a 56 34 0 750 45
a 66 104 0 387 191
a 66 118 0 812 40
a 66 115 0 559 16
a 66 41 0 324 32
a 66 86 0 314 7
a 66 119 0 316 172
a 66 99 0 511 163
a 66 112 0 226 59
a 66 39 0 395 18
a 66 90 0 292 32
a 66 120 0 849 135
a 66 43 0 268 198
a 66 46 0 501 80
a 69 79 0 387 170
a 69 98 0 446 181
a 69 30 0 363 12
a 70 69 0 387 13
a 70 115 0 810 199
a 70 41 0 663 155
a 70 75 0 743 106
a 70 11 0 644 164
a 70 12 0 283 186
a 70 48 0 728 141
a 70 42 0 122 179
a 70 32 0 541 139
a 70 38 0 573 111
a 70 56 0 500 12
a 70 100 0 404 131
a 79 11 0 387 182
a 79 100 0 529 66
a 104 56 0 387 80
a 104 33 0 964 115
a 104 43 0 982 26
a 104 93 0 253 151
a 104 106 0 529 190
a 104 66 0 356 51
a 104 71 0 914 6
a 107 66 0 387 200
a 107 33 0 848 180
a 107 37 0 669 118
a 6 92 0 1028 129
a 6 94 0 842 118
a 6 61 0 968 53
a 6 37 0 746 101
a 6 71 0 772 140
a 6 45 0 487 182
a 6 12 0 657 92
a 6 84 0 983 75
a 6 74 0 263 170
a 6 16 0 629 44
a 6 11 0 398 95
a 6 21 0 268 61
a 6 54 0 618 46
a 6 38 0 564 119
a 27 77 0 1028 87
a 27 54 0 996 122
a 27 22 0 464 35
a 27 40 0 264 87
a 27 50 0 210 105
a 27 100 0 348 143
a 27 85 0 853 76
a 29 90 0 1028 120
a 29 68 0 399 163
a 29 11 0 868 73
a 29 64 0 491 198
a 29 43 0 617 185
a 29 117 0 143 177
a 29 104 0 597 50
a 29 66 0 151 144
a 29 12 0 895 109
a 29 103 0 515 130
a 34 85 0 1028 94
a 34 59 0 639 172
a 34 63 0 677 54
a 34 58 0 813 6
a 34 64 0 658 58
a 34 88 0 826 195
a 34 15 0 325 39
a 34 114 0 995 50
a 34 40 0 811 155
a 34 90 0 350 136
a 34 61 0 431 23
a 34 35 0 365 37
a 35 29 0 1028 200
a 35 18 0 692 52
a 35 73 0 378 142
a 35 51 0 382 174
a 35 105 0 863 46
a 35 38 0 511 34
a 35 22 0 362 139
a 35 49 0 392 157
a 35 76 0 535 174
a 35 40 0 388 197
a 35 28 0 488 79
a 37 120 0 1028 139
a 37 20 0 604 54
a 37 115 0 876 191
a 37 83 0 351 113
a 37 58 0 791 190
a 37 63 0 196 165
a 37 14 0 357 162
a 37 55 0 518 80
a 51 35 0 1028 127
a 51 119 0 109 7
a 51 115 0 669 87
a 51 79 0 510 74
a 51 47 0 825 99
a 51 64 0 885 100
a 58 114 0 1028 200
a 58 27 0 1028 184
a 58 21 0 652 155
a 58 33 0 161 128
a 58 23 0 220 65
a 58 71 0 852 119
a 58 77 0 299 101
a 58 22 0 446 35
a 77 91 0 1028 200
a 77 29 0 248 125
a 77 100 0 134 100
a 77 85 0 547 17
a 77 33 0 593 108
a 77 118 0 587 178
a 77 17 0 589 37
a 85 51 0 1028 200
a 85 74 0 839 175
a 85 33 0 905 104
a 85 61 0 600 69
a 85 25 0 162 105
a 85 10 0 595 20
a 85 66 0 286 67
a 85 59 0 182 4
a 85 111 0 218 96
a 85 46 0 719 197
a 85 38 0 769 95
a 85 103 0 768 45
a 85 115 0 890 118
a 89 37 0 1028 200
a 89 98 0 840 172
a 89 27 0 536 71
a 89 47 0 587 135
a 89 69 0 373 180
a 89 110 0 547 150
a 90 101 0 1028 200
a 90 80 0 912 198
a 90 85 0 991 89
a 90 21 0 422 191
a 90 55 0 871 52
a 90 20 0 328 200
a 90 110 0 264 177
a 91 105 0 1028 200
a 91 34 0 300 109
a 91 19 0 937 184
a 92 58 0 1028 200
a 92 33 0 612 43
a 92 104 0 509 48
a 92 97 0 515 40
a 92 87 0 972 156
a 92 48 0 220 133
a 101 89 0 1028 200
a 101 104 0 547 132
a 101 70 0 945 195
a 101 92 0 569 143
a 101 68 0 650 34
a 101 35 0 266 149
a 101 62 0 825 51
a 101 33 0 279 180
a 101 61 0 733 130
a 101 107 0 370 182
a 101 28 0 708 176
a 101 77 0 572 198
a 105 34 0 1028 92
a 105 96 0 717 99
a 105 52 0 231 20
a 105 45 0 382 140
a 105 35 0 782 27
a 105 50 0 418 26
a 105 80 0 221 31
a 105 11 0 408 98
a 105 88 0 892 8
a 7 52 0 704 120
a 7 62 0 556 104
a 7 33 0 520 139
a 7 30 0 490 30
a 7 92 0 227 14
a 7 45 0 145 138
a 7 65 0 700 89
a 10 103 0 704 200
a 10 101 0 287 43
a 10 51 0 117 174
a 10 113 0 212 63
a 10 18 0 839 77
a 20 64 0 704 200
a 20 18 0 727 148
a 20 45 0 924 34
a 20 54 0 808 43
a 20 13 0 972 86
a 20 60 0 541 128
a 20 101 0 502 96
a 20 30 0 212 34
a 20 102 0 510 147
a 20 83 0 179 197
a 20 24 0 688 24
a 20 92 0 734 136
a 20 109 0 529 33
a 20 33 0 675 2
a 31 110 0 704 35
a 31 22 0 797 155
a 31 119 0 151 163
a 31 32 0 678 49
a 31 37 0 791 144
a 39 82 0 704 50
a 39 34 0 381 130
a 39 115 0 240 155
a 39 86 0 474 50
a 39 59 0 732 120
a 39 67 0 875 11
a 39 61 0 532 190
a 39 42 0 941 180
a 39 17 0 215 79
a 39 32 0 324 72
a 39 85 0 500 191
a 39 58 0 931 107
a 39 104 0 559 32
a 40 108 0 704 164
a 40 29 0 412 25
a 40 19 0 125 93
a 40 91 0 137 195
a 40 35 0 727 112
a 40 12 0 923 29
a 40 67 0 840 145
a 40 120 0 855 59
a 40 73 0 983 78
a 52 10 0 704 164
a 52 26 0 295 19
a 52 120 0 312 59
a 52 12 0 939 119
a 52 49 0 870 35
a 52 47 0 612 14
a 52 42 0 217 10
a 52 17 0 104 158
a 52 27 0 821 29
a 60 40 0 704 200
a 60 120 0 704 29
a 60 116 0 236 122
a 60 76 0 490 3
a 60 25 0 579 19
a 60 102 0 184 53
a 60 13 0 510 81
a 60 49 0 770 41
a 64 100 0 704 200
a 64 12 0 511 183
a 64 109 0 414 170
a 64 66 0 646 161
a 64 60 0 838 63
a 64 106 0 662 6
a 64 116 0 395 167
a 64 23 0 961 65
a 64 22 0 249 64
a 65 118 0 704 200
a 65 28 0 499 97
a 65 45 0 793 194
a 65 8 0 874 58
a 65 56 0 676 195
a 65 33 0 254 122
a 65 59 0 165 42
a 65 92 0 536 30
a 65 37 0 413 106
a 74 75 0 704 150
a 74 51 0 731 163
a 74 29 0 663 55
a 74 88 0 137 15
a 74 27 0 911 79
a 74 32 0 206 150
a 74 10 0 357 127
a 74 109 0 431 106
a 74 65 0 600 113
a 75 112 0 704 14
a 75 22 0 370 184
a 75 87 0 539 124
a 82 31 0 704 200
a 82 87 0 516 118
a 82 80 0 928 109
a 82 73 0 132 197
a 82 10 0 266 41
a 100 60 0 704 200
a 100 15 0 747 197
a 100 45 0 941 111
a 103 20 0 704 200
a 103 87 0 297 178
a 103 102 0 899 189
a 103 61 0 216 55
a 103 79 0 903 182
a 103 90 0 626 26
a 103 119 0 252 89
a 103 48 0 201 46
a 103 55 0 726 99
a 108 116 0 704 200
a 108 74 0 704 200
a 108 54 0 545 127
a 108 40 0 324 126
a 108 71 0 202 24
a 108 16 0 508 80
a 108 75 0 387 145
a 108 12 0 468 138
a 108 35 0 503 86
a 108 90 0 612 176
a 110 65 0 704 197
a 110 45 0 829 78
a 111 39 0 704 200
a 111 105 0 234 81
a 111 118 0 274 39
a 111 101 0 216 142
a 111 103 0 602 109
a 112 111 0 704 180
a 112 69 0 325 166
a 112 46 0 847 126
a 112 78 0 609 2
a 112 81 0 414 54
a 112 39 0 580 28
a 112 120 0 434 4
