c PyNETGEN v1.0.0
c $ pip install pynetgen
c
c  NETGEN flow network generation algorithm
a 179 127 0 9 48
a 179 46 0 9 31
a 179 391 0 4 33
a 179 193 0 9 27
a 179 452 0 1 38
a 179 441 0 10 22
a 179 533 0 9 14
a 179 399 0 7 34
a 179 159 0 2 26
a 179 68 0 2 43
a 179 481 0 2 31
a 179 598 0 10 40
a 179 83 0 4 5
a 179 246 0 8 19
a 179 492 0 9 28
a 179 440 0 7 7
a 179 70 0 5 21
a 179 105 0 5 50
a 179 97 0 1 2
a 184 179 0 1307 50
a 184 264 0 5 43
a 184 416 0 6 9
a 184 593 0 7 13
a 184 195 0 2 41
a 184 167 0 7 33
a 184 523 0 3 44
a 184 44 0 5 7
a 184 439 0 5 4
a 184 292 0 6 3
a 184 371 0 4 36
a 184 19 0 2 45
a 184 559 0 1 13
a 184 94 0 8 15
a 184 53 0 9 12
a 184 27 0 9 24
a 184 581 0 9 20
a 184 131 0 1 35
a 184 212 0 5 25
a 184 564 0 9 24
a 184 80 0 7 15
a 184 48 0 8 16
a 184 600 0 10 11
a 184 335 0 9 45
a 184 222 0 2 26
a 184 538 0 5 47
a 184 214 0 5 23
a 184 566 0 3 28
a 203 291 0 1307 50
a 203 281 0 2 26
a 203 324 0 9 5
a 203 404 0 3 19
a 203 23 0 1 17
a 203 133 0 6 23
a 203 408 0 1 26
a 203 461 0 3 8
a 203 266 0 3 14
a 203 545 0 5 47
a 203 270 0 8 1
a 203 537 0 1 7
a 203 283 0 7 45
a 203 351 0 8 41
a 203 414 0 2 39
a 203 464 0 1 39
a 203 465 0 8 15
a 203 439 0 10 1
a 203 444 0 5 1
a 203 100 0 8 37
a 203 92 0 2 48
a 203 594 0 2 15
a 203 34 0 2 22
a 203 187 0 10 49
a 203 141 0 9 13
a 203 157 0 8 25
a 203 243 0 4 36
a 203 438 0 6 5
a 209 116 0 1307 50
a 209 524 0 9 31
a 209 589 0 3 22
a 209 281 0 8 9
a 209 21 0 5 13
a 209 596 0 1 40
a 209 279 0 8 24
a 209 372 0 4 16
a 209 227 0 1 20
a 209 342 0 9 11
a 209 66 0 4 48
a 209 491 0 3 50
a 209 479 0 10 18
a 209 268 0 7 43
a 209 403 0 4 19
a 209 427 0 8 7
a 209 454 0 1 26
a 209 255 0 5 13
a 209 316 0 1 40
a 229 364 0 1307 9
a 229 436 0 5 50
a 229 284 0 6 30
a 229 219 0 6 16
a 241 436 0 1307 42
a 241 403 0 6 13
a 241 210 0 1 11
a 241 486 0 10 4
a 241 293 0 10 2
a 241 412 0 9 31
a 241 382 0 2 15
a 241 499 0 9 8
a 241 477 0 6 14
a 241 434 0 9 47
a 241 344 0 10 13
a 241 225 0 6 13
a 241 246 0 6 9
a 241 378 0 6 26
a 241 505 0 6 13
a 241 55 0 7 48
a 241 304 0 10 43
a 241 123 0 3 12
a 241 356 0 9 18
a 241 44 0 9 48
a 241 388 0 8 13
a 241 521 0 5 11
a 264 332 0 1307 50
a 264 28 0 1 5
a 264 536 0 3 34
a 264 132 0 9 31
a 264 600 0 10 38
a 264 428 0 3 15
a 264 519 0 1 39
a 264 31 0 7 26
a 264 77 0 8 9
a 264 336 0 10 21
a 264 436 0 8 15
a 264 409 0 4 26
a 264 419 0 8 17
a 264 326 0 7 10
a 264 197 0 4 48
a 264 502 0 3 13
a 264 360 0 5 50
a 264 455 0 6 27
a 264 151 0 8 45
a 264 530 0 4 43
a 264 290 0 3 26
a 270 585 0 1307 31
a 270 101 0 4 33
a 270 557 0 2 17
a 270 440 0 5 11
a 270 68 0 7 42
a 270 427 0 7 12
a 270 339 0 9 31
a 270 436 0 9 27
a 270 149 0 9 34
a 270 137 0 10 7
a 270 251 0 3 29
a 270 151 0 8 27
a 271 544 0 1307 32
a 271 419 0 4 14
a 271 479 0 2 29
a 271 182 0 6 44
a 271 420 0 8 33
a 271 504 0 10 22
a 271 573 0 7 25
a 271 311 0 6 13
a 271 461 0 4 35
a 271 211 0 2 39
a 271 593 0 8 26
a 271 536 0 10 2
a 271 106 0 2 8
a 271 364 0 6 1
a 273 330 0 1307 50
a 273 518 0 5 9
a 273 529 0 5 6
a 273 228 0 6 5
a 273 310 0 10 40
a 273 519 0 1 36
a 273 424 0 6 7
a 273 372 0 7 45
a 273 243 0 2 1
a 273 157 0 2 43
a 273 268 0 8 27
a 273 570 0 3 34
a 273 198 0 8 40
a 273 169 0 6 3
a 273 206 0 10 48
a 273 371 0 4 13
a 273 173 0 8 19
a 283 507 0 1307 50
a 283 246 0 3 16
a 283 204 0 5 42
a 283 140 0 6 36
a 283 159 0 8 3
a 283 151 0 1 42
a 283 121 0 4 17
a 283 14 0 1 38
a 283 528 0 4 30
a 283 508 0 3 33
a 283 240 0 2 24
a 283 531 0 2 24
a 283 196 0 2 24
a 283 139 0 5 21
a 283 348 0 7 26
a 283 451 0 5 34
a 283 58 0 2 48
a 283 556 0 2 11
a 283 150 0 8 11
a 283 275 0 9 16
a 289 298 0 1307 18
a 289 307 0 8 40
a 289 274 0 4 26
a 289 545 0 4 41
a 289 562 0 9 31
a 289 432 0 4 35
a 289 397 0 1 43
a 289 13 0 7 44
a 289 520 0 7 3
a 289 360 0 7 42
a 289 570 0 9 49
a 289 341 0 10 15
a 289 522 0 6 11
a 289 286 0 10 20
a 289 87 0 9 36
a 289 573 0 8 21
a 289 217 0 1 21
a 289 196 0 6 48
a 289 162 0 1 18
a 289 529 0 4 50
a 289 42 0 6 19
a 289 358 0 10 13
a 289 264 0 10 16
a 289 472 0 8 6
a 289 69 0 6 24
a 289 99 0 9 26
a 289 230 0 6 30
a 289 357 0 6 33
a 289 144 0 4 28
a 291 147 0 1307 50
a 291 300 0 2 4
a 291 138 0 6 4
a 291 268 0 6 19
a 291 361 0 3 39
a 291 522 0 9 28
a 291 451 0 5 17
a 291 341 0 4 31
a 291 79 0 7 11
a 291 394 0 7 33
a 291 576 0 7 32
a 291 401 0 9 31
a 291 340 0 10 40
a 291 471 0 3 49
a 291 477 0 9 46
a 291 389 0 1 42
a 298 402 0 1307 50
a 298 545 0 4 42
a 298 106 0 9 2
a 298 543 0 7 9
a 298 12 0 4 36
a 298 539 0 5 23
a 298 326 0 6 27
a 298 123 0 3 29
a 298 365 0 9 37
a 298 146 0 6 15
a 298 446 0 2 43
a 298 242 0 4 45
a 298 468 0 2 20
a 298 42 0 7 11
a 298 521 0 3 25
a 298 353 0 1 49
a 298 519 0 9 7
a 298 24 0 1 50
a 298 494 0 6 29
a 298 207 0 7 44
a 298 216 0 8 6
a 298 464 0 3 38
a 298 212 0 9 28
a 321 229 0 1307 50
a 321 188 0 3 17
a 321 303 0 7 5
a 321 496 0 1 8
a 321 62 0 2 29
a 321 554 0 2 8
a 321 115 0 9 42
a 321 275 0 10 3
a 321 209 0 6 14
a 321 244 0 4 17
a 321 353 0 7 10
a 321 424 0 6 5
a 321 66 0 7 44
a 330 423 0 1307 16
a 330 116 0 8 48
a 330 457 0 2 12
a 330 414 0 10 11
a 330 169 0 9 44
a 330 477 0 8 27
a 330 470 0 7 27
a 330 488 0 3 46
a 330 82 0 3 49
a 330 527 0 7 20
a 330 229 0 4 32
a 330 424 0 4 49
a 330 587 0 2 47
a 332 498 0 1307 41
a 332 583 0 8 42
a 332 19 0 6 20
a 332 325 0 7 41
a 332 555 0 8 11
a 353 579 0 1307 50
a 353 138 0 2 9
a 353 367 0 3 15
a 353 18 0 5 24
a 353 331 0 3 40
a 353 519 0 10 16
a 353 408 0 10 50
a 353 589 0 8 4
a 353 44 0 6 31
a 353 583 0 8 50
a 353 224 0 9 3
a 353 526 0 4 41
a 353 142 0 1 32
a 353 97 0 10 33
a 353 290 0 10 10
a 353 135 0 1 37
a 353 72 0 1 26
a 353 546 0 5 2
a 353 471 0 9 16
a 353 204 0 2 23
a 353 55 0 6 9
a 355 581 0 1307 35
a 355 171 0 7 22
a 355 44 0 3 35
a 355 303 0 5 37
a 355 62 0 7 8
a 355 550 0 5 25
a 364 502 0 1307 12
a 364 296 0 9 36
a 364 79 0 8 46
a 364 542 0 3 22
a 364 390 0 8 13
a 364 575 0 7 13
a 364 99 0 1 19
a 364 52 0 9 9
a 364 137 0 9 27
a 364 247 0 6 33
a 364 555 0 2 46
a 364 594 0 3 48
a 364 228 0 1 10
a 364 498 0 2 20
a 364 571 0 5 44
a 364 393 0 3 47
a 367 427 0 1307 31
a 367 15 0 3 15
a 367 547 0 10 37
a 367 362 0 3 27
a 367 476 0 2 19
a 367 529 0 5 14
a 367 315 0 6 24
a 367 282 0 6 50
a 367 440 0 8 16
a 367 401 0 9 32
a 367 338 0 3 24
a 367 260 0 2 21
a 367 31 0 7 28
a 367 79 0 1 2
a 367 507 0 2 38
a 367 473 0 3 23
a 367 268 0 9 40
a 367 327 0 1 14
a 367 297 0 10 50
a 367 339 0 10 13
a 367 417 0 3 24
a 367 347 0 4 31
a 367 588 0 7 43
a 367 211 0 6 46
a 367 510 0 1 31
a 367 101 0 7 50
a 367 35 0 5 15
a 367 481 0 10 25
a 367 264 0 7 27
a 395 594 0 1307 23
a 395 273 0 2 13
a 395 590 0 2 17
a 395 500 0 4 50
a 395 241 0 10 36
a 395 45 0 2 14
a 395 354 0 3 20
a 395 552 0 2 1
a 395 190 0 7 37
a 395 441 0 3 23
a 395 506 0 7 17
a 395 344 0 3 3
a 395 426 0 3 13
a 395 166 0 2 17
a 395 257 0 9 2
a 402 408 0 1307 50
a 402 26 0 9 42
a 402 271 0 3 24
a 402 118 0 9 21
a 402 178 0 4 36
a 402 214 0 5 31
a 402 58 0 4 21
a 402 501 0 7 13
a 402 325 0 6 50
a 402 522 0 8 38
a 402 361 0 6 50
a 402 382 0 6 24
a 402 563 0 4 26
a 402 311 0 6 7
a 402 364 0 8 32
a 402 88 0 1 2
a 402 494 0 6 33
a 402 445 0 2 42
a 402 354 0 6 2
a 402 600 0 8 31
a 402 586 0 6 48
a 402 138 0 7 33
a 408 69 0 1307 50
a 408 230 0 6 3
a 408 593 0 8 44
a 408 594 0 8 9
a 408 211 0 1 37
a 408 159 0 10 2
a 408 55 0 9 45
a 408 471 0 2 13
a 408 36 0 7 30
a 408 145 0 3 50
a 408 41 0 7 18
a 408 52 0 6 1
a 408 95 0 7 41
a 408 362 0 3 24
a 408 208 0 1 36
a 408 487 0 8 37
a 408 72 0 5 16
a 408 356 0 9 36
a 408 246 0 6 45
a 408 281 0 2 21
a 408 137 0 2 19
a 408 110 0 6 42
a 408 555 0 8 30
a 408 414 0 2 32
a 408 342 0 8 37
a 408 115 0 7 4
a 408 118 0 8 1
a 408 100 0 1 31
a 408 30 0 2 9
a 408 143 0 4 5
a 408 494 0 8 46
a 408 583 0 10 6
a 423 271 0 1307 44
a 423 352 0 8 23
a 423 81 0 8 20
a 423 561 0 6 14
a 423 268 0 2 37
a 423 32 0 5 40
a 423 233 0 6 33
a 423 593 0 10 11
a 423 595 0 6 20
a 423 204 0 9 41
a 423 90 0 3 37
a 423 301 0 7 48
a 423 380 0 4 49
a 423 324 0 1 34
a 423 401 0 1 22
a 423 269 0 1 18
a 423 587 0 7 37
a 423 157 0 3 35
a 423 539 0 6 13
a 423 266 0 7 21
a 423 365 0 7 15
a 423 85 0 1 32
a 423 94 0 3 21
a 423 372 0 7 39
a 425 203 0 1307 46
a 425 182 0 3 13
a 425 431 0 8 43
a 425 505 0 6 47
a 425 188 0 8 14
a 427 209 0 1307 50
a 427 432 0 8 49
a 427 455 0 1 40
a 427 205 0 3 29
a 427 377 0 5 47
a 427 292 0 3 11
a 427 21 0 8 12
a 427 561 0 8 34
a 427 535 0 8 47
a 427 169 0 3 10
a 427 179 0 2 36
a 427 565 0 5 44
a 427 202 0 9 11
a 427 227 0 7 35
a 427 422 0 5 35
a 427 436 0 8 36
a 427 499 0 7 46
a 427 600 0 9 35
a 427 390 0 5 7
a 427 593 0 8 45
a 427 459 0 10 12
a 428 60 0 1307 50
a 428 444 0 3 44
a 428 13 0 2 28
a 428 225 0 7 48
a 428 176 0 1 21
a 428 117 0 9 23
a 428 507 0 3 19
a 428 414 0 9 9
a 428 367 0 6 23
a 428 561 0 1 5
a 428 67 0 6 24
a 428 483 0 7 50
a 428 251 0 9 45
a 428 567 0 1 30
a 428 223 0 5 29
a 428 542 0 4 48
a 428 147 0 4 5
a 428 280 0 7 2
a 428 387 0 4 37
a 428 341 0 7 26
a 428 575 0 7 17
a 428 552 0 3 8
a 428 571 0 5 42
a 428 440 0 3 13
a 428 291 0 3 30
a 428 527 0 6 12
a 428 333 0 5 27
a 428 242 0 3 16
a 428 136 0 4 30
a 428 36 0 2 50
a 428 92 0 2 19
a 436 466 0 1307 50
a 436 471 0 4 30
a 436 77 0 2 4
a 436 113 0 7 36
a 436 238 0 1 40
a 436 547 0 7 29
a 436 527 0 1 2
a 436 67 0 3 28
a 436 254 0 2 8
a 436 443 0 5 6
a 436 85 0 5 32
a 438 34 0 1307 50
a 438 431 0 8 50
a 438 327 0 4 8
a 438 356 0 1 44
a 438 43 0 4 22
a 438 547 0 4 23
a 438 320 0 3 40
a 438 65 0 2 48
a 438 32 0 2 8
a 438 369 0 1 49
a 438 101 0 2 23
a 438 539 0 8 34
a 438 272 0 7 9
a 438 129 0 3 12
a 438 300 0 9 20
a 438 425 0 7 44
a 438 363 0 2 5
a 438 304 0 6 47
a 438 552 0 8 38
a 438 489 0 3 25
a 458 270 0 1307 50
a 458 580 0 3 35
a 458 118 0 9 43
a 458 200 0 7 29
a 458 250 0 1 25
a 458 508 0 8 7
a 458 82 0 2 35
a 458 55 0 2 17
a 458 245 0 10 1
a 458 348 0 6 30
a 458 152 0 6 44
a 458 534 0 3 37
a 458 292 0 7 28
a 458 254 0 2 21
a 458 577 0 1 25
a 458 299 0 3 14
a 458 408 0 6 26
a 458 283 0 7 15
a 458 392 0 1 50
a 458 96 0 5 40
a 458 211 0 4 1
a 458 25 0 4 34
a 458 373 0 1 43
a 458 83 0 9 13
a 458 86 0 3 28
a 458 457 0 6 45
a 458 36 0 8 46
a 458 77 0 6 23
a 459 283 0 1307 50
a 459 112 0 6 16
a 459 402 0 5 32
a 459 450 0 2 26
a 459 20 0 2 48
a 459 476 0 7 44
a 459 531 0 1 22
a 459 434 0 3 11
a 459 316 0 8 46
a 459 82 0 4 41
a 459 236 0 8 17
a 459 167 0 9 45
a 459 163 0 3 26
a 459 88 0 3 11
a 459 453 0 7 26
a 459 545 0 8 23
a 459 373 0 8 45
a 459 381 0 2 42
a 459 572 0 1 25
a 459 299 0 7 25
a 459 151 0 6 16
a 459 284 0 3 9
a 459 76 0 7 35
a 459 207 0 5 33
a 459 384 0 4 7
a 459 477 0 5 47
a 459 575 0 5 12
a 459 333 0 2 48
a 459 418 0 5 34
a 466 367 0 1307 50
a 466 371 0 1 17
a 466 100 0 4 8
a 466 498 0 9 14
a 466 515 0 6 46
a 466 293 0 4 39
a 466 425 0 3 24
a 466 46 0 5 44
a 466 342 0 1 41
a 466 198 0 2 35
a 466 561 0 8 33
a 466 200 0 3 26
a 466 349 0 6 50
a 466 234 0 4 24
a 466 557 0 4 22
a 469 289 0 1307 50
a 469 434 0 5 11
a 469 540 0 8 22
a 469 457 0 4 27
a 469 111 0 6 21
a 469 379 0 4 6
a 469 532 0 10 31
a 469 123 0 5 31
a 469 114 0 3 39
a 469 233 0 5 22
a 469 338 0 1 41
a 469 273 0 2 19
a 469 200 0 9 48
a 496 425 0 1307 41
a 496 314 0 2 2
a 496 39 0 2 29
a 496 478 0 10 50
a 496 501 0 7 7
a 496 594 0 7 34
a 496 525 0 2 1
a 496 592 0 7 47
a 496 49 0 10 42
a 496 161 0 4 47
a 496 98 0 6 3
a 496 556 0 8 15
a 496 396 0 6 49
a 496 533 0 6 2
a 496 305 0 10 34
a 498 524 0 1307 49
a 498 121 0 7 42
a 498 99 0 7 8
a 498 193 0 4 29
a 498 543 0 1 13
a 498 254 0 2 50
a 498 459 0 2 49
a 498 537 0 1 40
a 498 559 0 8 21
a 498 392 0 3 3
a 498 333 0 8 42
a 498 25 0 5 21
a 498 557 0 7 29
a 498 336 0 8 36
a 498 527 0 1 46
a 498 294 0 7 34
a 498 87 0 6 7
a 498 391 0 4 37
a 498 375 0 3 6
a 498 388 0 10 49
a 498 171 0 10 16
a 498 464 0 4 40
a 498 448 0 3 9
a 498 396 0 10 19
a 498 513 0 5 14
a 498 393 0 4 37
a 498 260 0 4 17
a 498 81 0 1 21
a 498 129 0 8 38
a 498 323 0 6 2
a 498 519 0 1 38
a 502 459 0 1307 21
a 502 591 0 3 48
a 502 176 0 8 21
a 502 420 0 1 44
a 502 317 0 6 12
a 502 455 0 1 49
a 502 389 0 1 27
a 502 122 0 4 20
a 502 163 0 1 33
a 506 55 0 1307 48
a 506 432 0 1 42
a 506 98 0 5 7
a 506 122 0 9 24
a 506 216 0 1 4
a 506 437 0 3 7
a 506 231 0 9 11
a 506 553 0 6 44
a 507 438 0 1307 50
a 507 451 0 10 47
a 507 474 0 8 4
a 507 444 0 8 48
a 507 527 0 5 19
a 507 372 0 3 48
a 507 80 0 7 17
a 511 542 0 1307 50
a 511 452 0 4 13
a 511 371 0 3 30
a 511 259 0 10 25
a 511 545 0 1 40
a 511 366 0 4 8
a 511 387 0 3 20
a 524 355 0 1307 50
a 524 326 0 4 24
a 524 247 0 5 12
a 524 356 0 7 8
a 524 255 0 10 25
a 524 272 0 5 24
a 524 544 0 1 6
a 524 370 0 3 50
a 542 32 0 1307 35
a 542 368 0 4 6
a 542 475 0 1 41
a 542 406 0 6 29
a 542 23 0 6 12
a 542 455 0 10 19
a 542 217 0 5 6
a 542 226 0 5 21
a 542 482 0 3 40
a 542 28 0 2 32
a 542 144 0 10 25
a 542 39 0 8 2
a 542 555 0 2 34
a 542 160 0 9 37
a 542 497 0 1 14
a 542 561 0 2 42
a 542 142 0 6 27
a 542 534 0 1 43
a 542 72 0 10 49
a 542 95 0 4 45
a 542 86 0 10 16
a 542 146 0 10 23
a 542 240 0 5 31
a 542 590 0 7 34
a 542 19 0 8 23
a 544 321 0 1307 30
a 544 191 0 2 9
a 544 147 0 3 13
a 544 539 0 4 34
a 544 574 0 1 11
a 544 316 0 8 41
a 544 349 0 10 3
a 544 397 0 3 46
a 544 579 0 6 4
a 544 295 0 9 25
a 544 334 0 10 32
a 544 81 0 6 14
a 544 247 0 1 21
a 544 364 0 6 46
a 544 536 0 1 12
a 544 341 0 4 47
a 544 348 0 9 3
a 544 186 0 1 35
a 544 117 0 8 9
a 544 46 0 8 16
a 544 326 0 4 50
a 544 343 0 1 26
a 544 570 0 6 13
a 544 14 0 6 48
a 544 476 0 6 4
a 544 148 0 3 40
a 544 533 0 2 22
a 544 483 0 9 8
a 544 56 0 6 31
a 544 131 0 3 21
a 544 527 0 3 21
a 544 513 0 4 43
a 549 590 0 1307 50
a 549 103 0 8 19
a 549 113 0 6 22
a 549 269 0 3 29
a 549 309 0 5 35
a 549 580 0 7 7
a 549 424 0 4 6
a 549 350 0 4 20
a 549 169 0 8 21
a 549 322 0 4 26
a 549 75 0 5 18
a 562 115 0 1307 50
a 562 323 0 8 38
a 562 93 0 10 18
a 562 205 0 6 35
a 562 405 0 8 17
a 562 116 0 2 12
a 562 586 0 3 46
a 562 414 0 8 36
a 562 380 0 4 1
a 562 129 0 3 20
a 562 332 0 6 3
a 562 190 0 4 25
a 562 209 0 1 5
a 562 215 0 4 50
a 562 156 0 5 32
a 562 434 0 9 32
a 562 321 0 2 28
a 562 408 0 6 28
a 562 407 0 7 36
a 562 44 0 2 39
a 562 354 0 10 30
a 562 561 0 7 15
a 562 175 0 9 23
a 562 546 0 2 22
a 562 577 0 8 35
a 562 413 0 6 45
a 562 406 0 2 42
a 562 388 0 9 47
a 562 311 0 3 41
a 562 334 0 1 5
a 572 458 0 1307 50
a 572 504 0 5 16
a 572 501 0 10 1
a 572 139 0 9 29
a 572 151 0 1 19
a 572 157 0 9 3
a 572 450 0 10 11
a 572 197 0 10 28
a 572 299 0 1 41
a 572 556 0 7 8
a 572 530 0 10 18
a 572 463 0 9 50
a 572 302 0 6 45
a 572 104 0 5 37
a 572 106 0 2 34
a 572 31 0 7 30
a 572 237 0 4 19
a 572 600 0 5 8
a 579 496 0 1307 15
a 579 57 0 4 13
a 581 395 0 1307 50
a 581 180 0 3 46
a 581 163 0 2 6
a 581 378 0 8 20
a 581 447 0 9 3
a 581 283 0 3 28
a 581 298 0 10 35
a 581 546 0 2 50
a 581 322 0 5 37
a 581 364 0 7 39
a 581 227 0 3 43
a 581 33 0 8 30
a 581 319 0 8 19
a 581 483 0 6 39
a 581 154 0 6 15
a 581 278 0 6 38
a 581 217 0 1 28
a 581 356 0 3 21
a 581 94 0 10 6
a 584 549 0 1307 50
a 584 341 0 10 7
a 584 109 0 1 44
a 584 546 0 6 23
a 584 441 0 6 9
a 584 414 0 8 46
a 584 446 0 1 1
a 584 107 0 5 18
a 585 120 0 1307 50
a 585 213 0 10 34
a 585 19 0 8 25
a 585 557 0 6 13
a 585 160 0 7 43
a 585 316 0 8 7
a 585 42 0 8 44
a 585 505 0 10 10
a 590 184 0 1307 6
a 590 528 0 5 27
a 590 281 0 7 7
a 590 201 0 4 21
a 590 518 0 4 41
a 590 348 0 5 38
a 590 486 0 4 43
a 590 442 0 1 12
a 590 376 0 6 15
a 590 249 0 10 50
a 590 558 0 1 44
a 590 52 0 10 41
a 590 410 0 1 29
a 590 258 0 3 48
a 590 436 0 2 40
a 590 498 0 7 24
a 590 231 0 1 46
a 590 83 0 6 35
a 590 389 0 1 11
a 590 290 0 8 2
a 590 525 0 4 33
a 590 419 0 5 39
a 590 102 0 10 50
a 590 363 0 7 33
a 590 151 0 2 21
a 590 182 0 7 37
a 590 305 0 5 16
a 590 459 0 7 23
a 590 111 0 3 37
a 590 360 0 1 24
a 590 234 0 5 42
a 2 194 0 2216 32
a 2 495 0 3 40
a 2 245 0 4 4
a 2 28 0 6 7
a 2 18 0 7 17
a 2 502 0 1 28
a 2 403 0 6 31
a 2 46 0 8 2
a 2 52 0 8 11
a 15 40 0 2216 25
a 15 344 0 9 23
a 15 425 0 4 12
a 15 24 0 1 2
a 15 558 0 6 9
a 15 397 0 1 31
a 15 143 0 10 6
a 15 442 0 8 38
a 15 384 0 9 26
a 15 287 0 4 5
a 15 485 0 3 4
a 15 586 0 3 47
a 15 437 0 8 16
a 15 527 0 5 32
a 15 301 0 10 28
a 40 473 0 2216 50
a 40 395 0 7 5
a 40 296 0 8 27
a 40 411 0 6 50
a 40 339 0 9 27
a 40 46 0 4 13
a 40 469 0 1 4
a 40 515 0 4 3
a 40 324 0 6 50
