c PyNETGEN v1.0.0
c $ pip install pynetgen
c
c  NETGEN flow network generation algorithm
a 222 183 0 50 151
a 222 175 0 97 55
a 222 281 0 33 163
a 222 197 0 66 54
a 222 158 0 26 155
a 222 46 0 29 199
a 222 166 0 54 104
a 222 215 0 48 70
a 223 49 0 231 200
a 223 162 0 94 85
a 223 106 0 92 133
a 235 83 0 231 125
a 235 275 0 19 75
a 235 131 0 62 88
a 235 90 0 56 120
a 235 193 0 24 162
a 235 267 0 35 42
a 236 237 0 231 200
a 236 288 0 19 152
a 236 122 0 75 38
a 236 114 0 17 67
a 237 177 0 231 200
a 237 151 0 20 145
a 237 270 0 34 183
a 237 167 0 68 151
a 237 66 0 48 159
a 237 98 0 12 70
a 237 95 0 25 114
a 237 159 0 19 133
a 247 185 0 231 56
a 247 224 0 21 24
a 247 81 0 54 122
a 247 28 0 57 85
a 247 181 0 26 6
a 247 73 0 62 89
a 247 300 0 92 158
a 247 206 0 31 56
a 247 239 0 23 161
a 247 164 0 79 181
a 253 80 0 231 51
a 253 294 0 67 18
a 253 200 0 32 154
a 253 282 0 65 112
a 253 204 0 99 124
a 253 129 0 60 157
a 253 178 0 89 192
a 256 258 0 231 200
a 256 239 0 97 4
a 256 274 0 39 195
a 256 83 0 55 145
a 256 46 0 50 198
a 256 115 0 43 169
a 256 27 0 24 23
a 256 174 0 96 53
a 256 55 0 95 191
a 256 49 0 28 180
a 258 9 0 231 162
a 258 204 0 30 107
a 258 87 0 44 112
a 258 254 0 62 113
a 258 274 0 56 140
a 258 25 0 33 85
a 258 40 0 78 174
a 258 255 0 43 190
a 262 184 0 231 129
a 262 102 0 72 140
a 262 25 0 11 3
a 262 127 0 75 78
a 262 79 0 72 121
a 262 26 0 81 112
a 262 151 0 47 170
a 262 228 0 93 148
a 262 243 0 71 8
a 271 141 0 231 200
a 271 256 0 87 198
a 271 187 0 38 60
a 289 223 0 231 200
a 289 32 0 83 174
a 289 78 0 90 112
a 289 23 0 21 147
a 289 288 0 34 160
a 289 215 0 89 61
a 289 166 0 44 115
a 289 259 0 96 165
a 289 74 0 38 161
a 289 63 0 97 114
a 2 132 0 316 200
a 2 48 0 81 13
a 2 292 0 94 46
a 2 133 0 46 154
a 2 124 0 86 130
a 15 298 0 316 200
a 15 291 0 32 122
a 15 153 0 19 96
a 15 262 0 89 127
a 15 131 0 68 3
a 15 77 0 84 124
a 15 293 0 63 128
a 15 230 0 66 131
a 15 289 0 24 101
a 15 65 0 84 78
a 15 185 0 51 123
a 33 74 0 316 180
a 33 47 0 21 29
a 33 114 0 63 74
a 33 209 0 72 161
a 33 94 0 16 200
a 33 120 0 100 167
a 33 237 0 45 148
a 33 89 0 79 134
a 33 196 0 50 45
a 33 81 0 18 171
a 33 133 0 41 85
a 33 247 0 79 121
a 41 73 0 316 200
a 41 240 0 17 181
a 41 238 0 11 118
a 41 43 0 67 60
a 41 68 0 17 133
a 41 254 0 92 168
a 41 40 0 12 12
a 41 221 0 21 70
a 41 143 0 61 191
a 41 214 0 36 152
a 41 281 0 57 166
a 54 228 0 316 157
a 54 289 0 71 44
a 54 45 0 60 196
a 56 136 0 316 200
a 56 45 0 76 63
a 56 259 0 51 194
a 56 191 0 30 151
a 56 234 0 80 75
a 59 15 0 316 200
a 59 231 0 79 9
a 59 247 0 60 57
a 59 42 0 14 152
a 59 252 0 54 61
a 59 273 0 69 138
a 59 47 0 88 48
a 63 174 0 316 165
a 63 206 0 95 135
a 65 242 0 316 200
a 65 133 0 57 138
a 65 126 0 47 183
a 65 289 0 95 16
a 65 15 0 83 200
a 65 151 0 93 43
a 65 244 0 77 31
a 65 241 0 95 36
a 65 132 0 40 195
a 65 69 0 86 117
a 65 226 0 27 183
a 65 178 0 63 76
a 69 296 0 316 80
a 69 56 0 316 16
a 69 135 0 12 31
a 69 49 0 70 40
a 69 112 0 99 186
a 73 63 0 316 200
a 73 21 0 28 198
a 73 227 0 69 76
a 73 265 0 98 52
a 73 123 0 63 157
a 73 151 0 51 23
a 73 228 0 45 52
a 74 272 0 316 151
a 74 100 0 58 50
a 74 253 0 32 121
a 74 96 0 45 23
a 74 265 0 47 190
a 74 282 0 28 99
a 74 236 0 61 193
a 74 170 0 18 19
a 74 92 0 94 72
a 74 90 0 52 35
a 74 99 0 93 141
a 79 69 0 316 200
a 79 23 0 80 181
a 79 63 0 13 118
a 79 180 0 26 43
a 79 286 0 80 148
a 79 173 0 98 187
a 79 137 0 73 39
a 79 148 0 95 173
a 79 97 0 53 73
a 119 183 0 316 200
a 119 104 0 33 170
a 119 99 0 19 93
a 119 190 0 70 138
a 119 264 0 54 23
a 119 55 0 25 184
a 119 50 0 81 105
a 125 287 0 316 200
a 125 223 0 79 163
a 125 164 0 86 140
a 125 150 0 49 26
a 125 296 0 26 20
a 125 165 0 87 40
a 125 15 0 21 135
a 125 93 0 87 141
a 125 205 0 40 182
a 125 257 0 56 85
a 125 121 0 81 55
a 128 79 0 316 200
a 128 292 0 67 134
a 132 201 0 316 200
a 132 181 0 28 137
a 132 154 0 86 139
a 132 286 0 61 88
a 132 290 0 40 106
a 132 129 0 86 168
a 132 254 0 52 184
a 132 185 0 77 115
a 132 173 0 24 164
a 136 269 0 316 10
a 136 266 0 99 21
a 136 184 0 59 116
a 136 229 0 27 48
a 136 235 0 72 16
a 136 182 0 76 65
a 136 111 0 42 198
a 136 163 0 19 180
a 136 286 0 26 28
a 136 45 0 84 52
a 151 128 0 316 200
a 151 204 0 70 30
a 151 257 0 96 121
a 151 45 0 75 191
a 151 208 0 18 162
a 151 122 0 42 135
a 151 16 0 94 183
a 162 151 0 316 191
a 162 107 0 59 63
a 162 161 0 57 59
a 162 204 0 13 102
a 162 137 0 86 185
a 162 172 0 67 199
a 162 131 0 62 64
a 162 14 0 48 73
a 162 157 0 26 180
a 162 28 0 62 93
a 174 162 0 316 200
a 174 281 0 22 74
a 174 34 0 65 5
a 174 289 0 38 46
a 174 163 0 98 94
a 174 156 0 95 33
a 174 293 0 60 85
a 174 132 0 86 54
a 174 130 0 76 160
a 176 213 0 316 200
a 176 263 0 91 76
a 176 230 0 71 83
a 176 195 0 21 22
a 176 284 0 28 186
a 176 142 0 86 178
a 176 87 0 56 58
a 176 63 0 51 175
a 176 194 0 12 197
a 176 68 0 27 184
a 183 59 0 316 84
a 183 156 0 80 119
a 183 90 0 63 59
a 183 169 0 57 191
a 183 76 0 45 65
a 183 185 0 27 84
a 183 82 0 43 153
a 201 203 0 316 45
a 201 200 0 13 183
a 201 127 0 17 147
a 201 148 0 61 119
a 203 277 0 316 105
a 203 265 0 28 125
a 203 28 0 56 180
a 203 9 0 78 107
a 203 195 0 21 140
a 203 78 0 63 149
a 203 118 0 93 170
a 203 198 0 70 156
a 203 87 0 91 80
a 203 213 0 43 81
a 203 24 0 16 161
a 213 125 0 316 200
a 213 253 0 93 59
a 213 121 0 67 200
a 213 95 0 28 27
a 213 275 0 92 172
a 213 128 0 83 141
a 213 143 0 21 88
a 228 65 0 316 200
a 228 143 0 62 126
a 228 285 0 62 19
a 228 182 0 86 32
a 228 161 0 48 135
a 228 199 0 59 199
a 228 172 0 14 32
a 228 150 0 58 135
a 228 209 0 76 94
a 228 155 0 43 106
a 228 87 0 74 70
a 228 122 0 53 198
a 242 119 0 316 200
a 242 60 0 43 16
a 242 249 0 61 80
a 242 36 0 56 27
a 242 224 0 53 109
a 242 53 0 10 140
a 242 88 0 72 36
a 242 155 0 63 126
a 242 56 0 40 113
a 242 291 0 97 181
a 269 54 0 316 89
a 269 34 0 17 20
a 269 299 0 71 190
a 269 105 0 98 140
a 269 103 0 93 154
a 269 156 0 20 94
a 269 107 0 37 57
a 269 238 0 50 149
a 272 176 0 316 200
a 272 274 0 98 53
a 272 140 0 43 55
a 272 161 0 53 99
a 272 142 0 36 69
a 272 186 0 78 40
a 272 9 0 64 106
a 272 107 0 61 7
a 277 33 0 316 117
a 277 97 0 75 113
a 277 144 0 13 152
a 277 237 0 45 100
a 277 66 0 77 56
a 287 41 0 316 200
a 287 297 0 16 48
a 287 18 0 33 89
a 287 161 0 77 70
a 287 222 0 29 90
a 287 97 0 72 38
a 287 233 0 15 154
a 287 193 0 71 124
a 287 192 0 97 75
a 287 156 0 31 59
a 3 165 0 29 200
a 3 215 0 57 60
a 3 297 0 16 182
a 3 82 0 36 179
a 12 266 0 29 131
a 12 278 0 60 27
a 12 245 0 56 180
a 12 61 0 96 172
a 12 242 0 21 75
a 12 54 0 14 17
a 12 151 0 28 93
a 12 146 0 71 135
a 12 255 0 13 41
a 12 171 0 21 3
a 12 189 0 95 184
a 12 98 0 77 141
a 13 48 0 29 125
a 13 131 0 80 25
a 13 265 0 74 118
a 13 297 0 63 189
a 46 164 0 29 175
a 46 297 0 52 122
a 46 255 0 83 58
a 46 149 0 23 161
a 46 126 0 98 187
a 47 104 0 29 102
a 47 13 0 92 129
a 47 299 0 20 85
a 47 270 0 29 161
a 47 291 0 79 150
a 47 12 0 53 194
a 47 189 0 98 62
a 47 19 0 93 93
a 47 59 0 59 2
a 48 161 0 29 75
a 48 246 0 90 147
a 48 31 0 76 189
a 48 261 0 82 71
a 48 215 0 86 125
a 48 75 0 46 120
a 48 111 0 14 119
a 48 117 0 24 123
a 48 178 0 31 22
a 66 129 0 29 195
a 66 107 0 80 158
a 81 233 0 29 65
a 81 239 0 70 187
a 81 262 0 96 113
a 81 213 0 63 193
a 81 63 0 88 13
a 81 224 0 43 174
a 82 267 0 29 103
a 82 169 0 38 42
a 82 62 0 42 102
a 82 201 0 25 132
a 82 277 0 91 132
a 82 272 0 57 108
a 82 90 0 50 88
a 93 260 0 29 200
a 93 154 0 64 70
a 93 229 0 86 43
a 93 47 0 75 135
a 93 134 0 20 48
a 93 38 0 12 26
a 93 248 0 100 9
a 93 220 0 16 80
a 100 238 0 29 200
a 100 181 0 96 102
a 100 178 0 11 146
a 100 190 0 16 63
a 100 277 0 98 144
a 100 146 0 54 46
a 104 276 0 29 200
a 104 58 0 15 53
a 104 59 0 41 53
a 104 15 0 39 16
a 104 34 0 66 153
a 105 220 0 29 65
a 105 170 0 85 141
a 105 159 0 30 65
a 105 11 0 14 194
a 105 214 0 88 73
a 105 98 0 97 6
a 105 116 0 30 140
a 105 194 0 69 37
a 105 173 0 61 163
a 105 16 0 11 182
a 105 162 0 70 185
a 105 221 0 28 172
a 122 178 0 29 32
a 122 248 0 64 44
a 122 68 0 10 44
a 122 126 0 98 167
a 122 228 0 65 149
a 129 105 0 29 200
a 129 167 0 69 36
a 129 44 0 31 150
a 129 83 0 12 6
a 129 130 0 92 2
a 129 63 0 46 151
a 131 122 0 29 200
a 131 37 0 14 117
a 131 14 0 28 76
a 131 85 0 35 175
a 131 221 0 50 91
a 149 93 0 29 75
a 149 245 0 28 161
a 149 230 0 98 144
a 149 164 0 54 75
a 149 28 0 95 140
a 149 170 0 82 100
a 149 224 0 28 31
a 149 123 0 68 126
a 161 46 0 29 4
a 161 155 0 33 136
a 161 13 0 89 153
a 161 285 0 81 19
a 161 216 0 30 111
a 161 103 0 39 166
a 161 274 0 70 28
a 161 254 0 37 160
a 161 125 0 90 12
a 161 275 0 47 46
a 161 111 0 84 73
a 164 81 0 29 200
a 164 65 0 55 2
a 164 241 0 52 73
a 164 195 0 72 59
a 164 193 0 61 197
a 164 216 0 42 193
a 164 273 0 32 200
a 164 123 0 27 73
a 164 163 0 81 168
a 164 46 0 12 136
a 164 192 0 56 166
a 164 275 0 30 35
a 165 229 0 29 200
a 165 255 0 61 55
a 178 221 0 29 200
a 178 269 0 74 74
a 178 140 0 54 70
a 178 224 0 30 71
a 178 155 0 33 179
a 178 67 0 49 139
a 178 253 0 75 146
a 178 93 0 22 146
a 178 37 0 47 172
a 178 152 0 66 28
a 179 230 0 29 184
a 179 118 0 80 116
a 179 171 0 91 91
a 179 134 0 40 166
a 179 272 0 78 147
a 196 294 0 29 200
a 196 170 0 63 2
a 196 250 0 77 134
a 199 196 0 29 200
a 199 215 0 14 159
a 199 192 0 69 163
a 199 279 0 43 127
a 199 217 0 12 104
a 199 227 0 45 126
a 220 199 0 29 98
a 220 105 0 58 75
a 220 196 0 49 200
a 220 155 0 61 92
a 220 232 0 41 27
a 220 281 0 42 83
a 220 138 0 85 166
a 220 225 0 93 106
a 220 262 0 89 46
a 220 53 0 80 37
a 221 231 0 29 200
a 221 291 0 47 112
a 221 130 0 90 149
a 221 266 0 97 72
a 221 228 0 22 195
a 221 255 0 63 50
a 221 77 0 34 12
a 221 199 0 88 198
a 229 13 0 29 200
a 229 18 0 87 177
a 229 57 0 70 153
a 229 80 0 78 41
a 230 66 0 29 200
a 230 154 0 20 147
a 230 218 0 26 112
a 230 32 0 82 75
a 231 149 0 29 200
a 231 211 0 62 15
a 231 70 0 81 38
a 231 52 0 67 73
a 231 96 0 31 58
a 231 287 0 72 5
a 231 87 0 49 42
a 231 233 0 12 147
a 231 13 0 10 119
a 231 282 0 81 120
a 233 131 0 29 32
a 233 146 0 57 171
a 233 205 0 42 130
a 233 93 0 21 100
a 233 94 0 39 138
a 238 179 0 29 200
a 238 259 0 60 37
a 238 289 0 13 160
a 238 237 0 24 146
a 238 26 0 84 168
a 238 233 0 84 43
a 244 100 0 29 200
a 244 273 0 41 56
a 244 202 0 45 69
a 244 58 0 94 32
a 244 73 0 14 167
a 244 106 0 63 57
a 244 172 0 45 123
a 244 96 0 82 179
a 244 183 0 42 21
a 244 276 0 12 147
a 257 244 0 29 109
a 257 126 0 47 82
a 257 28 0 52 69
a 260 82 0 29 78
a 260 180 0 53 157
a 260 232 0 61 93
a 260 98 0 93 36
a 260 75 0 96 154
a 260 179 0 83 75
a 260 256 0 94 66
a 260 26 0 23 8
a 260 146 0 45 187
a 260 264 0 49 135
a 266 257 0 29 200
a 266 202 0 34 178
a 266 253 0 40 135
a 266 145 0 88 63
a 266 153 0 29 2
a 266 103 0 82 42
a 266 236 0 55 22
a 266 18 0 20 2
a 266 262 0 86 8
a 266 62 0 46 107
a 266 182 0 55 7
a 266 155 0 89 66
a 267 274 0 29 84
a 267 72 0 28 182
a 267 109 0 77 118
a 273 12 0 29 200
a 273 274 0 12 131
a 273 289 0 67 83
a 273 145 0 92 118
a 273 212 0 56 82
a 273 40 0 52 161
a 273 205 0 74 32
a 273 57 0 36 93
a 273 204 0 46 160
a 274 47 0 29 125
a 274 128 0 59 159
a 274 240 0 85 154
a 276 273 0 29 200
a 276 296 0 29 161
a 276 111 0 77 144
a 276 90 0 96 64
a 276 152 0 18 68
a 276 265 0 89 20
a 276 268 0 59 102
a 276 69 0 79 161
a 4 150 0 161 200
a 4 295 0 94 178
a 4 221 0 96 165
a 4 186 0 66 65
a 4 146 0 53 22
a 4 77 0 76 191
a 16 155 0 161 134
a 16 280 0 17 200
a 19 286 0 161 200
a 19 277 0 88 127
a 19 164 0 92 31
a 19 36 0 10 42
a 19 246 0 72 19
a 19 189 0 32 28
a 19 102 0 33 112
a 19 216 0 76 123
a 19 95 0 41 23
a 19 66 0 13 108
a 31 43 0 161 200
a 31 23 0 63 12
a 31 116 0 77 186
a 31 224 0 20 74
a 31 221 0 11 26
a 31 220 0 71 139
a 31 68 0 83 39
a 31 44 0 98 119
a 31 96 0 88 5
a 31 51 0 72 38
a 34 31 0 161 36
a 34 272 0 71 146
a 42 175 0 161 200
a 42 122 0 74 115
a 42 202 0 62 16
a 43 157 0 161 200
a 43 41 0 18 199
a 51 217 0 161 58
a 51 86 0 47 63
a 51 19 0 85 43
a 51 133 0 60 63
a 51 38 0 50 88
a 51 142 0 72 97
a 53 214 0 161 67
a 53 164 0 64 14
a 61 224 0 161 200
a 61 80 0 47 72
a 61 161 0 95 49
a 61 56 0 59 173
a 61 223 0 64 180
a 61 14 0 98 54
a 71 181 0 161 200
a 71 142 0 43 103
a 71 266 0 12 81
a 71 216 0 16 196
a 84 99 0 161 200
a 84 198 0 74 76
a 84 102 0 40 116
a 84 205 0 90 187
a 84 166 0 13 156
a 84 228 0 48 49
a 88 189 0 161 200
a 88 91 0 99 61
a 88 238 0 92 9
a 88 248 0 19 77
a 88 186 0 26 182
a 88 282 0 88 28
a 88 194 0 17 116
a 88 166 0 62 56
a 88 39 0 65 163
a 88 17 0 87 104
a 88 266 0 57 55
a 88 300 0 12 177
a 99 61 0 161 200
a 99 106 0 82 82
a 99 33 0 35 26
a 99 211 0 53 137
a 99 228 0 87 169
a 99 157 0 91 104
a 99 193 0 31 116
a 99 19 0 21 87
a 99 143 0 49 55
a 99 293 0 32 99
a 99 10 0 35 42
a 107 51 0 161 82
a 107 175 0 46 129
a 107 13 0 34 162
a 107 42 0 45 54
a 107 189 0 52 53
a 107 294 0 92 85
a 107 109 0 99 148
a 107 138 0 60 41
a 107 118 0 20 165
a 107 243 0 89 9
a 107 66 0 17 152
a 107 134 0 94 100
a 109 71 0 161 200
a 109 67 0 38 86
a 109 105 0 98 11
a 109 251 0 74 100
a 109 253 0 60 137
a 109 265 0 73 45
a 109 18 0 30 73
a 109 103 0 66 125
a 109 29 0 17 150
a 109 235 0 98 35
a 109 168 0 82 46
a 109 11 0 89 192
a 127 16 0 161 177
a 127 69 0 71 158
a 127 291 0 22 179
a 127 265 0 67 129
a 127 244 0 75 80
a 127 220 0 72 198
a 127 232 0 91 184
a 127 178 0 75 170
a 127 227 0 36 177
a 127 201 0 70 68
a 127 121 0 99 46
a 139 53 0 161 114
a 139 135 0 70 12
a 139 103 0 60 81
a 139 162 0 68 152
a 139 97 0 48 129
a 139 144 0 36 84
a 148 167 0 161 200
a 148 287 0 32 200
a 148 175 0 56 153
a 148 58 0 31 73
a 148 69 0 76 131
a 148 243 0 80 180
a 148 120 0 84 93
a 148 43 0 71 23
a 148 37 0 91 13
a 150 84 0 161 192
a 150 173 0 82 177
a 150 193 0 94 102
a 150 92 0 79 198
a 155 219 0 161 177
a 155 167 0 42 176
a 155 14 0 71 105
a 157 245 0 161 50
a 157 91 0 71 49
a 157 210 0 43 99
a 157 283 0 60 57
a 157 122 0 66 6
a 163 139 0 161 121
a 163 99 0 73 25
a 163 217 0 73 100
a 163 162 0 70 78
a 167 109 0 161 200
a 167 218 0 67 193
a 167 105 0 36 62
a 167 62 0 98 90
a 175 127 0 161 200
a 175 42 0 99 109
a 175 289 0 70 192
a 175 120 0 23 198
a 181 250 0 161 55
a 181 236 0 86 171
a 181 167 0 95 100
a 181 224 0 28 112
a 181 261 0 64 188
a 189 107 0 161 200
a 189 220 0 92 59
a 189 14 0 10 143
a 189 86 0 67 97
a 189 65 0 65 109
a 194 293 0 161 200
a 194 297 0 18 72
a 194 106 0 78 99
a 194 189 0 74 134
a 194 148 0 24 164
a 194 152 0 18 100
a 194 231 0 48 10
a 194 278 0 61 45
a 214 251 0 161 71
a 214 107 0 88 18
a 214 59 0 34 70
a 214 183 0 67 128
a 214 222 0 80 197
a 214 148 0 84 116
a 214 173 0 74 131
a 214 191 0 27 184
a 214 246 0 47 65
a 214 159 0 10 87
a 214 165 0 46 138
a 214 243 0 38 156
a 217 194 0 161 200
a 217 11 0 17 16
a 217 257 0 88 115
a 217 126 0 60 65
a 217 181 0 48 110
a 217 160 0 38 59
a 217 112 0 13 126
a 217 9 0 35 141
a 217 258 0 68 93
a 219 148 0 161 170
a 219 276 0 47 136
a 219 24 0 66 60
a 224 42 0 161 72
a 224 132 0 69 112
a 224 190 0 24 21
a 224 221 0 76 150
a 224 94 0 37 52
a 224 62 0 97 94
a 241 163 0 161 200
a 241 27 0 69 161
a 241 117 0 54 189
a 245 241 0 161 200
a 245 22 0 14 189
a 245 216 0 90 138
a 245 127 0 35 121
a 245 154 0 46 159
a 245 21 0 37 97
a 245 280 0 17 108
a 245 243 0 84 117
a 250 34 0 161 200
a 250 268 0 81 36
a 250 170 0 25 40
a 250 128 0 81 129
a 250 273 0 12 170
a 251 259 0 161 200
a 251 295 0 161 200
a 251 296 0 90 121
a 251 73 0 50 77
a 251 249 0 14 179
a 251 61 0 53 93
a 251 203 0 31 39
a 251 187 0 10 190
a 251 138 0 77 9
a 251 269 0 58 8
a 251 71 0 61 134
a 251 280 0 45 72
a 259 268 0 161 135
a 259 72 0 30 195
a 259 183 0 28 192
a 259 20 0 99 190
a 259 91 0 20 88
a 259 124 0 84 27
a 268 19 0 161 145
a 268 271 0 58 17
a 268 179 0 15 147
a 268 264 0 83 143
a 268 10 0 64 193
a 268 83 0 76 148
a 268 9 0 19 57
a 268 110 0 47 26
a 279 88 0 161 99
a 279 250 0 39 147
a 279 170 0 95 118
a 279 130 0 47 197
a 279 273 0 84 131
a 279 262 0 10 173
a 279 245 0 82 154
a 279 300 0 14 60
a 279 107 0 26 80
a 286 279 0 161 200
a 286 85 0 98 188
a 286 131 0 28 183
a 286 17 0 43 157
a 286 228 0 56 131
a 286 134 0 28 31
a 286 132 0 57 2
a 5 252 0 144 170
a 5 20 0 52 152
a 5 291 0 34 23
a 5 295 0 66 125
a 5 19 0 92 107
a 5 228 0 21 68
a 5 245 0 75 116
a 5 250 0 79 86
a 5 254 0 79 167
a 5 232 0 29 137
a 21 39 0 144 44
a 21 237 0 35 153
a 21 137 0 35 159
a 21 211 0 96 99
a 21 66 0 74 74
a 21 257 0 78 65
a 21 120 0 23 99
a 21 44 0 14 57
a 25 98 0 144 157
a 25 212 0 87 108
a 25 286 0 97 59
a 25 143 0 76 28
a 25 87 0 69 13
a 26 21 0 144 200
a 26 63 0 25 42
a 26 172 0 71 170
a 26 32 0 96 185
a 26 212 0 69 78
a 26 257 0 96 99
a 26 187 0 52 196
a 26 25 0 19 198
a 26 14 0 90 165
a 26 137 0 69 50
a 28 29 0 144 200
a 28 124 0 65 160
a 28 35 0 98 95
a 28 183 0 27 116
a 28 277 0 68 11
a 28 207 0 18 197
a 28 138 0 27 106
a 28 77 0 79 169
a 28 108 0 91 24
a 29 25 0 144 162
a 29 26 0 46 91
a 29 161 0 24 18
a 29 215 0 22 106
a 29 36 0 76 88
a 29 240 0 30 78
a 37 249 0 144 160
a 37 22 0 86 19
a 37 160 0 66 79
a 37 177 0 40 130
a 37 87 0 11 37
a 38 216 0 144 200
a 38 246 0 27 153
a 38 297 0 45 81
a 38 207 0 94 160
a 38 201 0 59 42
a 38 209 0 29 173
a 38 167 0 49 184
a 38 254 0 50 98
a 39 133 0 144 200
a 39 119 0 71 92
a 39 272 0 52 82
a 39 155 0 49 58
a 39 223 0 18 29
a 39 207 0 51 176
a 39 170 0 32 100
a 39 280 0 72 82
a 39 188 0 72 198
a 39 88 0 32 166
a 39 103 0 12 38
a 39 215 0 74 161
a 77 296 0 144 200
a 77 255 0 40 89
a 77 16 0 71 15
