c PyNETGEN v1.0.0
c $ pip install pynetgen
c
c  NETGEN flow network generation algorithm
a 97 70 0 16 63
a 97 103 0 20 134
a 104 73 0 71 200
a 104 17 0 25 50
a 104 65 0 88 52
a 104 92 0 52 151
a 104 15 0 62 4
a 107 36 0 71 200
a 107 71 0 34 26
a 4 49 0 13 200
a 4 115 0 11 114
a 4 77 0 90 88
a 9 25 0 13 180
a 9 100 0 93 193
a 9 75 0 37 198
a 9 112 0 66 60
a 9 49 0 19 7
a 9 33 0 10 66
a 14 91 0 13 200
a 14 73 0 46 24
a 14 72 0 10 33
a 25 62 0 13 200
a 25 29 0 25 189
a 25 113 0 44 173
a 25 16 0 25 141
a 25 58 0 65 143
a 33 84 0 13 188
a 33 58 0 49 128
a 33 62 0 80 187
a 33 30 0 17 132
a 35 37 0 13 34
a 35 118 0 23 47
a 35 64 0 15 110
a 37 101 0 13 200
a 37 55 0 58 51
a 49 33 0 13 153
a 49 38 0 61 2
a 49 45 0 96 109
a 55 103 0 13 85
a 55 114 0 74 129
a 55 67 0 99 53
a 55 10 0 30 45
a 55 15 0 27 10
a 55 36 0 20 20
a 55 71 0 80 167
a 57 96 0 13 110
a 57 95 0 90 19
a 57 65 0 15 42
a 57 77 0 55 38
a 57 50 0 32 29
a 57 10 0 28 121
a 57 75 0 61 87
a 62 102 0 13 53
a 62 49 0 92 45
a 63 9 0 13 200
a 63 103 0 70 41
a 63 88 0 14 93
a 63 52 0 74 130
a 63 54 0 88 31
a 63 49 0 18 91
a 84 35 0 13 200
a 84 16 0 22 15
a 84 96 0 84 180
a 91 114 0 13 93
a 91 16 0 63 112
a 91 59 0 65 164
a 91 83 0 12 126
a 91 21 0 37 14
a 91 71 0 28 198
a 96 100 0 13 123
a 96 117 0 55 137
a 96 63 0 56 24
a 96 98 0 35 134
a 96 97 0 64 160
a 96 10 0 14 141
a 96 37 0 50 177
a 100 14 0 13 28
a 100 10 0 39 130
a 100 16 0 41 47
a 100 103 0 59 60
a 101 63 0 13 200
a 101 20 0 45 113
a 101 69 0 37 99
a 101 102 0 63 187
a 102 55 0 13 200
a 102 71 0 42 138
a 102 105 0 30 128
a 103 57 0 13 175
a 103 115 0 13 200
a 103 11 0 87 18
a 5 83 0 86 200
a 5 51 0 45 182
a 5 88 0 38 13
a 5 105 0 95 196
a 5 91 0 83 3
a 5 81 0 19 41
a 5 32 0 55 44
a 17 74 0 86 151
a 17 78 0 99 8
a 17 85 0 38 76
a 17 51 0 41 123
a 17 95 0 50 21
a 28 47 0 86 23
a 28 99 0 62 14
a 28 35 0 85 157
a 28 104 0 62 69
a 28 36 0 92 85
a 29 17 0 86 72
a 29 67 0 29 152
a 29 65 0 97 113
a 29 34 0 79 37
a 29 91 0 99 103
a 29 8 0 80 151
a 29 76 0 89 68
a 31 59 0 86 164
a 31 118 0 86 21
a 31 102 0 44 77
a 41 58 0 86 200
a 41 116 0 75 154
a 47 82 0 86 200
a 47 49 0 25 86
a 58 94 0 86 200
a 58 73 0 41 44
a 58 65 0 25 157
a 58 77 0 32 198
a 58 97 0 94 58
a 59 29 0 86 200
a 59 25 0 12 32
a 59 107 0 72 90
a 59 18 0 17 17
a 59 48 0 80 11
a 59 114 0 23 74
a 59 51 0 19 166
a 64 115 0 86 78
a 64 44 0 93 77
a 64 89 0 53 150
a 64 50 0 60 63
a 64 118 0 51 133
a 64 113 0 22 108
a 74 41 0 86 200
a 74 110 0 14 154
a 74 108 0 75 114
a 74 39 0 16 75
a 74 51 0 24 193
a 74 65 0 81 28
a 82 89 0 86 16
a 82 29 0 52 111
a 83 31 0 86 90
a 83 61 0 82 129
a 83 115 0 38 33
a 89 90 0 86 200
a 89 93 0 80 84
a 89 17 0 72 59
a 89 76 0 76 116
a 89 102 0 95 138
a 89 77 0 46 35
a 90 64 0 86 152
a 90 108 0 55 172
a 90 67 0 43 146
a 90 102 0 63 58
a 90 51 0 66 146
a 94 95 0 86 17
a 94 19 0 61 14
a 94 89 0 23 113
a 94 12 0 13 121
a 95 28 0 86 166
a 95 73 0 71 114
a 95 89 0 61 155
a 95 83 0 76 34
a 95 24 0 37 156
a 95 114 0 11 10
a 6 79 0 68 12
a 6 90 0 78 187
a 6 75 0 14 120
a 6 82 0 77 160
a 6 60 0 77 73
a 6 8 0 32 199
a 6 104 0 59 4
a 12 87 0 68 198
a 12 102 0 54 150
a 12 95 0 50 47
a 12 48 0 66 47
a 13 54 0 68 175
a 13 101 0 41 23
a 15 67 0 68 200
a 15 19 0 66 28
a 15 28 0 15 90
a 15 110 0 66 53
a 15 100 0 57 133
a 15 13 0 53 137
a 15 87 0 51 148
a 23 39 0 68 5
a 23 45 0 37 80
a 23 117 0 59 108
a 23 103 0 81 44
a 23 57 0 85 111
a 23 99 0 28 55
a 39 12 0 68 36
a 39 17 0 94 63
a 39 70 0 82 5
a 39 72 0 33 64
a 39 115 0 47 53
a 39 119 0 20 124
a 39 82 0 33 99
a 51 81 0 68 20
a 51 14 0 31 133
a 51 71 0 40 74
a 51 97 0 66 193
a 51 103 0 35 109
a 51 113 0 10 12
a 54 23 0 68 146
a 54 83 0 53 28
a 54 47 0 68 148
a 54 104 0 43 163
a 54 16 0 34 73
a 54 72 0 47 88
a 54 112 0 47 178
a 66 15 0 68 200
a 66 98 0 37 141
a 66 17 0 89 125
a 66 75 0 34 90
a 67 76 0 68 200
a 67 117 0 68 200
a 67 59 0 100 30
a 67 47 0 86 38
a 67 104 0 87 162
a 67 89 0 68 53
a 67 45 0 97 53
a 69 51 0 68 200
a 69 111 0 99 10
a 69 43 0 76 138
a 70 13 0 68 87
a 70 68 0 95 16
a 70 99 0 79 63
a 70 55 0 69 38
a 76 93 0 68 142
a 76 81 0 96 33
a 76 43 0 98 45
a 76 53 0 90 192
a 79 66 0 68 197
a 79 13 0 55 92
a 79 57 0 50 21
a 79 41 0 53 169
a 79 77 0 65 120
a 81 70 0 68 198
a 81 19 0 23 110
a 81 72 0 74 29
a 87 120 0 68 149
a 87 20 0 82 182
a 87 31 0 23 83
a 87 108 0 85 53
a 87 95 0 65 137
a 87 66 0 35 41
a 93 69 0 68 142
a 93 35 0 93 112
a 93 16 0 40 56
a 93 95 0 31 148
a 93 59 0 40 4
a 7 19 0 124 200
a 7 33 0 16 82
a 19 53 0 124 200
a 19 73 0 76 104
a 20 72 0 124 190
a 20 9 0 41 191
a 20 57 0 77 176
a 20 27 0 42 120
a 21 71 0 124 200
a 21 84 0 58 152
a 21 109 0 18 140
a 21 42 0 73 34
a 30 119 0 124 200
a 30 118 0 124 200
a 30 85 0 38 117
a 30 64 0 76 45
a 30 25 0 12 164
a 53 110 0 124 174
a 53 26 0 16 112
a 53 40 0 98 44
a 53 116 0 65 129
a 53 35 0 75 59
a 53 16 0 98 99
a 71 109 0 124 200
a 71 12 0 98 104
a 72 21 0 124 169
a 72 91 0 61 97
a 72 111 0 97 109
a 72 35 0 55 22
a 72 65 0 82 126
a 75 99 0 124 200
a 75 16 0 26 185
a 75 117 0 32 183
a 75 20 0 99 114
a 75 40 0 82 144
a 77 78 0 124 32
a 77 40 0 61 99
a 77 86 0 89 72
a 77 31 0 88 54
a 78 20 0 124 161
a 78 67 0 84 80
a 99 112 0 124 50
a 99 111 0 24 179
a 105 77 0 124 200
a 105 78 0 68 100
a 105 89 0 36 98
a 109 75 0 124 78
a 109 115 0 124 200
a 109 107 0 32 83
a 109 69 0 23 31
a 109 48 0 93 7
a 109 39 0 25 178
a 110 105 0 124 200
a 110 114 0 41 74
a 112 30 0 124 23
a 112 99 0 23 16
a 112 69 0 16 167
a 112 34 0 71 95
