c PyNETGEN v1.0.0
c $ pip install pynetgen
c
c  NETGEN flow network generation algorithm
a 229 317 0 6 48
a 229 274 0 3 21
a 229 57 0 5 6
a 229 246 0 6 40
a 229 167 0 6 43
a 229 473 0 4 5
a 229 599 0 5 26
a 229 343 0 7 36
a 229 258 0 8 32
a 229 342 0 1 11
a 229 49 0 9 7
a 229 488 0 10 24
a 229 37 0 1 29
a 236 453 0 484 5
a 236 224 0 2 15
a 236 475 0 6 24
a 236 584 0 7 1
a 236 596 0 10 22
a 236 456 0 3 14
a 236 408 0 1 34
a 236 19 0 5 13
a 236 137 0 9 8
a 236 92 0 4 26
a 236 114 0 5 44
a 236 39 0 9 14
a 240 169 0 484 25
a 240 427 0 4 13
a 240 515 0 6 42
a 240 166 0 2 20
a 240 490 0 5 39
a 240 87 0 6 22
a 245 202 0 484 50
a 245 133 0 9 43
a 245 483 0 9 41
a 245 433 0 5 29
a 245 377 0 6 29
a 245 491 0 10 50
a 245 388 0 10 30
a 245 360 0 2 2
a 245 175 0 2 12
a 245 447 0 4 23
a 288 570 0 484 50
a 288 228 0 5 14
a 288 121 0 3 5
a 288 280 0 1 38
a 288 351 0 1 11
a 288 521 0 7 24
a 288 450 0 7 36
a 290 566 0 484 27
a 290 505 0 5 42
a 290 328 0 9 21
a 290 525 0 1 10
a 290 425 0 8 27
a 290 86 0 5 45
a 290 73 0 7 34
a 290 28 0 9 2
a 303 477 0 484 30
a 303 514 0 6 12
a 303 115 0 5 14
a 303 213 0 7 33
a 303 368 0 7 39
a 303 566 0 7 19
a 303 103 0 1 4
a 303 126 0 9 9
a 303 277 0 1 19
a 303 258 0 1 30
a 303 479 0 5 23
a 303 226 0 9 1
a 303 562 0 3 35
a 303 248 0 3 47
a 303 237 0 2 46
a 328 533 0 484 50
a 328 525 0 4 15
a 328 230 0 5 24
a 328 434 0 7 13
a 328 86 0 2 5
a 328 35 0 10 25
a 328 503 0 10 44
a 328 101 0 1 39
a 338 108 0 484 3
a 338 574 0 8 35
a 338 485 0 1 9
a 338 27 0 3 18
a 338 317 0 10 49
a 382 515 0 484 50
a 382 595 0 6 19
a 382 430 0 6 3
a 382 356 0 5 33
a 382 301 0 1 5
a 382 68 0 1 49
a 382 136 0 4 20
a 382 122 0 1 41
a 393 442 0 484 16
a 393 248 0 9 29
a 393 556 0 9 18
a 393 336 0 8 28
a 393 281 0 8 8
a 393 419 0 6 31
a 395 507 0 484 48
a 395 432 0 8 4
a 396 450 0 484 41
a 396 250 0 3 27
a 396 78 0 2 18
a 396 178 0 7 24
a 396 87 0 8 29
a 396 585 0 5 43
a 396 423 0 1 39
a 396 555 0 2 38
a 396 535 0 5 45
a 396 516 0 5 15
a 396 92 0 9 13
a 396 17 0 6 20
a 396 180 0 6 25
a 426 156 0 484 50
a 426 318 0 4 48
a 426 512 0 2 33
a 426 256 0 2 12
a 426 306 0 7 21
a 426 548 0 8 18
a 426 588 0 4 42
a 426 222 0 5 23
a 426 320 0 10 20
a 426 188 0 7 36
a 442 209 0 484 50
a 442 453 0 5 6
a 442 126 0 10 13
a 442 502 0 6 37
a 442 584 0 5 10
a 442 35 0 9 12
a 442 472 0 2 24
a 450 229 0 484 50
a 450 280 0 4 14
a 450 296 0 10 38
a 450 208 0 6 19
a 453 84 0 484 15
a 453 184 0 1 32
a 455 182 0 484 39
a 455 204 0 5 26
a 455 275 0 3 29
a 455 562 0 8 23
a 455 586 0 3 44
a 455 554 0 1 34
a 455 335 0 8 36
a 455 192 0 7 36
a 455 114 0 8 21
a 477 587 0 484 50
a 477 179 0 5 25
a 477 467 0 8 47
a 477 128 0 9 1
a 477 164 0 5 16
a 477 536 0 8 34
a 489 328 0 484 50
a 489 127 0 5 36
a 489 39 0 6 34
a 506 585 0 484 36
a 506 441 0 6 3
a 506 578 0 8 41
a 506 293 0 5 2
a 506 288 0 6 26
a 506 312 0 10 23
a 506 49 0 1 50
a 506 391 0 6 32
a 506 595 0 1 49
a 506 120 0 6 16
a 506 184 0 2 25
a 507 506 0 484 1
a 507 385 0 6 26
a 508 245 0 484 3
a 508 538 0 5 22
a 508 56 0 8 21
a 508 99 0 5 7
a 508 368 0 4 16
a 508 407 0 9 16
a 508 488 0 9 18
a 515 395 0 484 41
a 515 241 0 4 26
a 515 557 0 9 8
a 515 303 0 3 4
a 515 378 0 5 12
a 515 143 0 2 36
a 515 185 0 7 32
a 515 18 0 1 26
a 515 273 0 8 7
a 515 582 0 7 2
a 515 75 0 3 18
a 515 544 0 10 47
a 515 454 0 3 46
a 532 236 0 484 15
a 532 530 0 8 36
a 532 310 0 2 32
a 532 158 0 5 13
a 532 169 0 5 15
a 532 279 0 2 29
a 532 474 0 9 7
a 532 242 0 1 26
a 532 106 0 8 38
a 532 526 0 10 37
a 532 116 0 8 9
a 533 57 0 484 50
a 533 275 0 6 3
a 533 431 0 4 42
a 533 79 0 5 12
a 533 157 0 1 46
a 533 363 0 7 3
a 533 421 0 4 35
a 533 62 0 2 30
a 533 142 0 9 26
a 533 246 0 6 36
a 553 455 0 484 49
a 553 56 0 4 32
a 553 514 0 2 21
a 553 485 0 6 5
a 553 127 0 4 11
a 553 237 0 9 27
a 556 393 0 484 38
a 556 421 0 9 12
a 556 510 0 6 42
a 566 63 0 484 50
a 566 209 0 3 10
a 566 47 0 10 33
a 566 490 0 7 49
a 566 449 0 5 22
a 566 518 0 9 15
a 566 473 0 5 27
a 570 581 0 484 6
a 570 370 0 2 12
a 570 212 0 6 50
a 570 166 0 4 6
a 570 95 0 4 2
a 570 384 0 9 1
a 570 21 0 9 27
a 570 494 0 4 31
a 570 394 0 4 12
a 570 249 0 5 12
a 570 493 0 2 1
a 570 222 0 3 40
a 570 144 0 8 15
a 570 461 0 1 2
a 574 240 0 484 38
a 574 315 0 5 11
a 574 385 0 7 18
a 574 87 0 9 43
a 574 517 0 4 44
a 574 345 0 6 26
a 574 396 0 4 50
a 574 521 0 2 35
a 574 104 0 1 29
a 574 579 0 8 16
a 574 19 0 8 22
a 574 26 0 3 23
a 574 78 0 9 25
a 574 587 0 3 27
a 577 189 0 484 28
a 577 157 0 5 25
a 577 70 0 7 3
a 577 286 0 8 5
a 577 485 0 5 16
a 577 489 0 9 17
a 577 340 0 8 19
a 577 351 0 6 43
a 577 564 0 9 15
a 577 46 0 2 19
a 577 472 0 6 34
a 577 500 0 5 44
a 581 553 0 484 50
a 581 492 0 10 39
a 581 85 0 5 33
a 585 123 0 484 50
a 585 504 0 2 7
a 585 363 0 1 48
a 585 543 0 8 31
a 585 189 0 8 26
a 585 557 0 1 29
a 585 476 0 4 34
a 585 180 0 2 26
a 587 12 0 484 17
a 587 564 0 9 12
a 587 506 0 9 18
a 587 387 0 1 26
a 587 95 0 7 28
a 587 524 0 10 47
a 587 266 0 9 28
a 587 263 0 2 21
a 587 577 0 10 33
a 587 199 0 3 24
a 587 36 0 3 20
a 587 559 0 8 45
a 587 386 0 3 22
a 587 481 0 4 10
a 589 556 0 484 50
a 589 123 0 2 49
a 589 509 0 5 4
a 589 56 0 7 21
a 589 32 0 9 8
a 589 239 0 6 27
a 589 339 0 8 25
a 589 289 0 8 14
a 589 511 0 3 35
a 589 320 0 1 50
a 589 216 0 7 33
a 2 329 0 234 50
a 2 121 0 1 14
a 2 186 0 6 4
a 2 33 0 8 21
a 2 267 0 8 6
a 2 157 0 4 11
a 2 47 0 2 13
a 2 542 0 3 26
a 2 586 0 10 45
a 2 383 0 9 17
a 2 263 0 7 6
a 2 37 0 4 10
a 31 495 0 234 30
a 31 130 0 10 26
a 31 477 0 3 46
a 33 475 0 234 9
a 33 289 0 6 13
a 33 329 0 3 15
a 33 282 0 9 17
a 33 298 0 3 6
a 35 291 0 234 50
a 35 397 0 4 40
a 35 430 0 8 39
a 35 261 0 4 8
a 35 376 0 1 46
a 35 297 0 4 37
a 62 238 0 234 50
a 62 457 0 1 47
a 62 149 0 4 19
a 62 367 0 10 3
a 62 464 0 2 29
a 62 222 0 7 43
a 62 279 0 2 5
a 62 250 0 5 5
a 62 515 0 2 19
a 62 477 0 4 49
a 62 185 0 1 22
a 62 568 0 1 3
a 62 23 0 6 29
a 62 302 0 6 11
a 62 26 0 7 22
a 62 248 0 1 47
a 80 528 0 234 50
a 80 229 0 5 38
a 80 379 0 5 45
a 80 400 0 10 41
a 80 435 0 4 17
a 80 237 0 2 39
a 80 353 0 3 19
a 80 450 0 4 14
a 80 370 0 3 17
a 80 538 0 10 15
a 80 464 0 3 45
a 80 72 0 8 14
a 80 139 0 8 35
a 80 108 0 2 8
a 107 548 0 234 26
a 107 261 0 3 5
a 117 199 0 234 4
a 117 560 0 2 25
a 117 531 0 7 38
a 117 569 0 9 12
a 117 171 0 1 36
a 117 77 0 1 20
a 117 358 0 4 35
a 129 480 0 234 50
a 129 115 0 4 43
a 129 134 0 5 3
a 129 547 0 4 20
a 129 466 0 1 37
a 129 348 0 10 45
a 129 313 0 10 39
a 129 260 0 8 48
a 129 550 0 2 43
a 129 577 0 6 29
a 129 188 0 5 42
a 147 414 0 234 36
a 147 459 0 8 10
a 147 19 0 3 19
a 147 296 0 9 10
a 147 592 0 2 49
a 147 419 0 5 30
a 147 523 0 9 23
a 147 538 0 8 42
a 163 255 0 234 11
a 163 277 0 7 31
a 163 145 0 3 30
a 163 366 0 8 47
a 163 285 0 2 41
a 163 175 0 7 29
a 163 295 0 9 4
a 163 239 0 2 33
a 163 116 0 5 11
a 163 358 0 6 35
a 163 263 0 7 26
a 163 398 0 10 45
a 163 206 0 2 31
a 163 445 0 4 34
a 168 177 0 234 50
a 168 226 0 1 35
a 168 91 0 9 35
a 168 458 0 7 1
a 168 257 0 4 1
a 168 127 0 3 27
a 168 179 0 9 43
a 172 264 0 234 6
a 172 156 0 2 37
a 172 180 0 3 15
a 172 584 0 10 44
a 172 407 0 3 44
a 173 107 0 234 50
a 173 599 0 7 21
a 177 195 0 234 50
a 177 63 0 2 33
a 177 52 0 10 32
a 177 497 0 10 50
a 177 327 0 9 18
a 193 593 0 234 9
a 193 238 0 5 8
a 195 163 0 234 10
a 195 167 0 9 32
a 195 397 0 2 9
a 195 267 0 6 38
a 195 147 0 6 38
a 195 145 0 1 34
a 195 449 0 3 2
a 195 20 0 3 36
a 195 77 0 8 25
a 195 426 0 1 30
a 195 547 0 5 7
a 195 206 0 3 7
a 195 456 0 6 47
a 197 558 0 234 5
a 197 194 0 8 15
a 197 15 0 9 28
a 197 31 0 4 35
a 197 456 0 1 41
a 197 590 0 3 44
a 197 335 0 9 32
a 198 173 0 234 50
a 198 374 0 3 41
a 198 240 0 10 40
a 198 510 0 5 31
a 198 553 0 3 36
a 198 520 0 2 43
a 198 132 0 1 46
a 198 244 0 5 14
a 198 371 0 4 21
a 198 218 0 4 4
a 198 507 0 3 23
a 198 346 0 7 4
a 198 284 0 8 31
a 198 93 0 6 39
a 199 172 0 234 12
a 199 97 0 5 35
a 199 413 0 7 50
a 199 75 0 6 13
a 199 483 0 10 49
a 199 58 0 1 45
a 199 585 0 9 30
a 199 120 0 1 16
a 199 436 0 3 49
a 235 295 0 234 50
a 235 72 0 7 16
a 235 307 0 3 32
a 235 189 0 1 48
a 235 76 0 2 13
a 235 191 0 10 4
a 235 600 0 8 10
a 235 427 0 9 7
a 238 320 0 234 44
a 238 290 0 6 32
a 255 575 0 234 50
a 255 598 0 234 49
a 255 129 0 2 30
a 255 485 0 2 12
a 255 359 0 8 42
a 255 277 0 4 34
a 255 523 0 8 45
a 255 213 0 5 36
a 258 557 0 234 50
a 258 546 0 4 17
a 258 501 0 1 22
a 258 201 0 10 27
a 258 369 0 9 20
a 264 168 0 234 50
a 264 71 0 4 15
a 264 130 0 4 16
a 264 543 0 2 28
a 264 221 0 10 5
a 264 434 0 3 47
a 264 194 0 8 20
a 264 225 0 8 17
a 279 235 0 234 33
a 279 181 0 1 48
a 279 499 0 1 1
a 279 479 0 1 42
a 279 459 0 2 50
a 279 198 0 3 9
a 279 388 0 10 8
a 279 287 0 7 29
a 279 508 0 3 5
a 279 438 0 7 22
a 279 207 0 6 45
a 279 216 0 4 10
a 279 68 0 10 6
a 279 488 0 6 8
a 279 50 0 5 19
a 279 67 0 2 5
a 291 279 0 234 13
a 291 298 0 3 48
a 291 74 0 6 28
a 291 495 0 4 36
a 291 560 0 6 25
a 291 134 0 3 38
a 295 33 0 234 50
a 295 111 0 2 20
a 295 419 0 9 23
a 295 596 0 8 37
a 295 97 0 3 3
a 295 170 0 8 29
a 295 275 0 8 2
a 295 598 0 4 34
a 295 257 0 10 14
a 295 408 0 7 6
a 300 518 0 234 39
a 300 304 0 3 43
a 300 41 0 9 35
a 300 313 0 7 40
a 300 51 0 6 12
a 300 558 0 6 45
a 300 150 0 10 1
a 300 66 0 4 28
a 300 522 0 6 16
a 300 576 0 10 31
a 300 371 0 6 33
a 300 156 0 1 33
a 300 84 0 1 1
a 300 580 0 2 32
a 320 197 0 234 50
a 320 355 0 10 36
a 320 185 0 1 22
a 320 419 0 7 25
a 320 510 0 3 38
a 320 11 0 2 38
a 320 202 0 6 23
a 320 314 0 9 42
a 320 29 0 6 43
a 320 108 0 6 41
a 329 440 0 234 50
a 329 36 0 3 5
a 329 125 0 3 34
a 329 394 0 5 18
a 329 33 0 1 50
a 329 32 0 2 14
a 329 301 0 7 33
a 329 504 0 3 22
a 329 507 0 2 4
a 329 471 0 2 32
a 329 371 0 6 11
a 329 240 0 6 12
a 359 583 0 234 50
a 359 254 0 6 17
a 359 11 0 9 27
a 359 325 0 3 24
a 359 237 0 9 6
a 359 113 0 1 28
a 359 410 0 1 39
a 359 581 0 7 34
a 359 480 0 2 21
a 359 330 0 1 23
a 359 103 0 9 27
a 359 275 0 9 38
a 359 253 0 8 48
a 383 424 0 234 16
a 383 316 0 9 50
a 383 563 0 8 11
a 383 175 0 10 11
a 383 342 0 1 49
a 383 389 0 1 5
a 383 354 0 5 41
a 383 72 0 5 30
a 383 219 0 10 18
a 383 576 0 9 39
a 383 263 0 4 9
a 383 337 0 6 48
a 391 383 0 234 50
a 391 453 0 4 29
a 391 91 0 2 31
a 391 270 0 1 8
a 391 454 0 10 22
a 391 228 0 10 18
a 391 474 0 2 14
a 391 199 0 3 5
a 391 60 0 9 26
a 391 261 0 3 18
a 391 418 0 1 42
a 398 31 0 234 50
a 398 574 0 9 44
a 398 557 0 10 37
a 398 336 0 4 30
a 398 424 0 6 29
a 398 53 0 3 39
a 398 176 0 10 38
a 398 221 0 10 17
a 398 81 0 8 46
a 398 399 0 6 13
a 414 527 0 234 50
a 414 180 0 3 20
a 414 362 0 1 8
a 414 424 0 6 36
a 414 138 0 6 27
a 414 298 0 7 8
a 418 539 0 234 50
a 418 392 0 5 2
a 418 309 0 5 36
a 418 137 0 10 22
a 418 587 0 1 42
a 418 94 0 8 35
a 418 446 0 6 21
a 418 468 0 8 49
a 418 49 0 5 34
a 418 447 0 7 20
a 418 186 0 6 16
a 418 216 0 8 7
a 418 132 0 1 26
a 418 423 0 9 22
a 418 554 0 9 46
a 424 529 0 234 3
a 424 136 0 10 39
a 424 386 0 2 29
a 424 505 0 10 44
a 424 391 0 1 50
a 424 433 0 7 25
a 424 339 0 9 41
a 424 24 0 5 10
a 424 62 0 10 5
a 424 71 0 10 6
a 424 124 0 7 23
a 424 459 0 4 47
a 424 331 0 3 10
a 440 522 0 234 50
a 440 100 0 1 6
a 440 339 0 6 31
a 440 503 0 4 17
a 440 459 0 10 5
a 451 398 0 234 48
a 451 87 0 8 43
a 451 446 0 3 16
a 451 420 0 1 43
a 451 467 0 5 49
a 451 457 0 1 43
a 451 286 0 1 10
a 451 248 0 8 49
a 451 510 0 4 5
a 451 280 0 6 18
a 451 587 0 10 1
a 451 40 0 7 32
a 451 452 0 3 36
a 451 518 0 4 8
a 451 65 0 6 8
a 475 451 0 234 41
a 475 323 0 8 40
a 475 516 0 5 12
a 475 147 0 3 34
a 475 188 0 7 49
a 475 315 0 7 38
a 475 73 0 7 3
a 475 96 0 5 1
a 475 23 0 6 36
a 475 27 0 8 3
a 475 277 0 9 25
a 475 95 0 10 46
a 475 470 0 10 5
a 480 147 0 234 50
a 480 349 0 9 12
a 495 300 0 234 50
a 495 176 0 8 29
a 495 584 0 1 39
a 495 164 0 8 37
a 495 229 0 9 4
a 518 418 0 234 5
a 518 259 0 9 19
a 518 597 0 9 48
a 522 391 0 234 4
a 522 432 0 9 1
a 527 117 0 234 23
a 527 293 0 3 9
a 527 444 0 9 12
a 527 84 0 6 11
a 527 402 0 3 45
a 527 158 0 5 8
a 527 593 0 6 23
a 527 169 0 9 25
a 527 363 0 10 25
a 527 264 0 1 39
a 527 465 0 5 49
a 527 308 0 5 36
a 527 364 0 7 16
a 527 96 0 3 27
a 527 386 0 3 47
a 528 530 0 234 50
a 528 37 0 1 9
a 528 271 0 9 39
a 528 520 0 5 2
a 529 563 0 234 21
a 529 518 0 10 13
a 529 21 0 10 49
a 529 553 0 1 43
a 529 258 0 7 42
a 529 286 0 1 32
a 529 443 0 7 45
a 529 285 0 4 31
a 529 395 0 5 29
a 529 514 0 9 45
a 529 31 0 4 27
a 529 568 0 7 31
a 529 167 0 4 2
a 529 263 0 1 45
a 529 457 0 8 46
a 530 129 0 234 50
a 530 443 0 9 3
a 530 560 0 5 42
a 530 346 0 9 12
a 530 225 0 8 19
a 530 89 0 8 28
a 530 280 0 10 49
a 530 319 0 7 50
a 530 513 0 4 30
a 530 151 0 2 22
a 530 424 0 7 14
a 530 333 0 7 31
a 530 62 0 2 18
a 530 123 0 7 9
a 539 359 0 234 28
a 539 444 0 5 21
a 539 19 0 5 30
a 539 189 0 1 43
a 539 358 0 2 49
a 539 360 0 10 26
a 539 420 0 6 32
a 539 255 0 9 45
a 539 285 0 3 12
a 548 80 0 234 50
a 548 459 0 3 5
a 548 82 0 5 34
a 548 328 0 4 41
a 548 446 0 4 1
a 548 374 0 2 3
a 548 21 0 5 4
a 548 427 0 5 49
a 557 35 0 234 50
a 557 92 0 1 5
a 558 193 0 234 25
a 558 103 0 1 31
a 558 551 0 3 6
a 558 19 0 1 12
a 558 261 0 7 18
a 558 535 0 1 15
a 563 198 0 234 46
a 563 509 0 3 26
a 563 133 0 3 17
a 563 545 0 5 48
a 563 546 0 3 22
a 563 312 0 10 41
a 563 264 0 10 18
a 563 33 0 8 29
a 563 84 0 7 26
a 575 258 0 234 12
a 575 584 0 6 50
a 575 483 0 5 4
a 583 62 0 234 39
a 583 520 0 10 5
a 583 109 0 2 22
a 583 182 0 2 41
a 583 123 0 8 12
a 583 132 0 5 8
a 583 352 0 10 47
a 583 462 0 2 44
a 583 430 0 3 36
a 3 212 0 82 50
a 3 507 0 6 25
a 3 96 0 2 2
a 3 18 0 2 17
a 3 84 0 9 22
a 3 252 0 8 27
a 3 366 0 8 29
a 3 557 0 1 36
a 3 172 0 10 42
a 3 178 0 1 6
a 3 597 0 9 8
a 3 78 0 10 6
a 3 523 0 9 21
a 3 310 0 1 6
a 3 493 0 10 22
a 13 576 0 82 50
a 13 137 0 1 48
a 13 356 0 5 29
a 13 200 0 2 32
a 20 342 0 82 12
a 20 200 0 7 17
a 20 170 0 6 27
a 20 303 0 2 2
a 20 594 0 9 6
a 20 68 0 5 45
a 20 216 0 2 15
a 20 273 0 7 22
a 20 466 0 9 12
a 20 469 0 4 1
a 20 144 0 6 13
a 29 379 0 82 50
a 29 366 0 7 25
a 29 499 0 7 8
a 29 261 0 5 40
a 29 173 0 10 42
a 29 368 0 5 50
a 29 369 0 4 50
a 29 106 0 6 41
a 48 231 0 82 50
a 48 192 0 1 7
a 48 78 0 5 31
a 51 403 0 82 26
a 51 245 0 6 23
a 51 247 0 8 27
a 51 482 0 8 2
a 82 349 0 82 50
a 82 32 0 6 36
a 82 307 0 3 46
a 82 296 0 9 5
a 82 111 0 1 23
a 82 128 0 5 45
a 82 243 0 8 1
a 82 465 0 7 14
a 82 318 0 2 35
a 82 12 0 1 25
a 82 422 0 5 16
a 82 340 0 5 15
a 82 401 0 10 39
a 82 25 0 7 22
a 86 48 0 82 45
a 86 144 0 9 25
a 86 383 0 9 1
a 86 132 0 1 25
a 86 323 0 8 11
a 86 14 0 5 35
a 86 164 0 10 27
a 86 34 0 1 43
a 86 281 0 1 34
a 86 351 0 7 11
a 86 572 0 4 48
a 86 343 0 1 1
a 86 545 0 3 6
a 97 447 0 82 50
a 97 239 0 2 32
a 97 580 0 8 32
a 97 96 0 5 37
a 97 141 0 4 27
a 97 563 0 7 28
a 97 320 0 8 14
a 97 397 0 10 12
a 97 15 0 6 5
a 97 249 0 9 3
a 97 481 0 4 41
a 97 194 0 8 17
a 114 378 0 82 50
a 114 269 0 4 22
a 114 161 0 1 2
a 114 373 0 4 15
a 114 64 0 8 20
a 114 579 0 2 13
a 115 540 0 82 34
a 115 480 0 1 47
a 115 313 0 4 7
a 115 72 0 4 30
a 115 595 0 1 13
a 115 194 0 1 12
a 115 393 0 7 43
a 115 73 0 1 4
a 115 403 0 2 22
a 115 485 0 10 46
a 115 470 0 9 24
a 115 462 0 2 10
a 115 150 0 9 1
a 121 422 0 82 50
a 121 548 0 2 20
a 121 327 0 5 26
a 121 22 0 6 8
a 121 539 0 5 34
a 121 491 0 5 9
a 121 505 0 9 43
a 121 225 0 1 46
a 121 25 0 4 8
a 121 524 0 4 47
a 121 593 0 7 3
a 121 352 0 9 11
a 121 457 0 4 25
a 121 411 0 3 1
a 121 498 0 10 7
a 127 142 0 82 22
a 127 229 0 4 3
a 127 42 0 7 1
a 127 255 0 3 7
a 127 83 0 4 45
a 127 187 0 4 32
a 127 478 0 3 23
a 138 51 0 82 50
a 138 356 0 5 14
a 138 434 0 9 50
a 138 28 0 7 45
a 138 489 0 1 19
a 138 350 0 5 49
a 138 496 0 9 21
a 142 505 0 82 50
a 142 170 0 1 40
a 142 565 0 7 29
a 142 483 0 2 22
a 142 583 0 2 22
a 142 182 0 2 34
a 142 550 0 5 36
a 142 570 0 1 46
a 142 207 0 5 18
a 142 15 0 6 26
a 142 577 0 10 14
a 142 287 0 1 41
a 142 197 0 9 42
a 142 390 0 8 49
a 142 547 0 8 21
a 175 13 0 82 19
a 175 254 0 4 16
a 175 447 0 5 33
a 175 402 0 4 17
a 175 425 0 6 12
a 175 220 0 9 4
a 175 236 0 5 20
a 188 579 0 82 50
a 188 482 0 10 47
a 188 337 0 8 35
a 188 43 0 4 41
a 188 292 0 3 12
a 188 491 0 2 17
a 188 515 0 8 45
a 191 354 0 82 50
a 191 194 0 8 37
a 191 307 0 3 31
a 191 13 0 2 10
a 191 94 0 10 31
a 212 524 0 82 7
a 212 498 0 3 22
