c PyNETGEN v1.0.0
c $ pip install pynetgen
c
c  NETGEN flow network generation algorithm
a 239 215 0 14 56
a 239 218 0 62 193
a 239 73 0 21 200
a 239 116 0 37 39
a 243 226 0 750 200
a 243 190 0 31 160
a 245 284 0 750 116
a 245 86 0 70 188
a 245 149 0 75 41
a 245 76 0 36 195
a 245 50 0 15 4
a 245 80 0 66 11
a 245 164 0 15 102
a 245 283 0 23 63
a 247 278 0 750 197
a 247 13 0 31 13
a 254 11 0 750 56
a 254 219 0 15 68
a 254 276 0 71 163
a 254 246 0 14 3
a 254 71 0 64 73
a 254 296 0 85 7
a 254 47 0 42 11
a 254 124 0 77 163
a 254 108 0 67 177
a 266 173 0 750 137
a 266 250 0 22 28
a 266 268 0 41 130
a 266 172 0 84 151
a 266 249 0 35 5
a 266 219 0 58 25
a 266 23 0 22 13
a 266 100 0 31 122
a 268 139 0 750 175
a 268 16 0 45 76
a 268 174 0 20 191
a 268 84 0 39 175
a 268 247 0 23 107
a 268 22 0 59 55
a 268 113 0 15 111
a 268 56 0 48 122
a 272 254 0 750 200
a 272 191 0 52 79
a 276 144 0 750 132
a 276 176 0 12 131
a 276 21 0 97 136
a 276 33 0 41 175
a 276 201 0 43 136
a 276 232 0 13 4
a 276 53 0 95 179
a 276 288 0 63 103
a 276 196 0 40 8
a 276 244 0 76 164
a 276 180 0 43 12
a 278 272 0 750 200
a 278 19 0 48 180
a 278 99 0 74 47
a 278 119 0 34 64
a 278 69 0 73 43
a 284 198 0 750 6
a 284 231 0 90 198
a 2 18 0 1113 200
a 2 194 0 82 38
a 2 271 0 88 95
a 9 60 0 1113 150
a 9 80 0 72 95
a 9 282 0 45 142
a 9 293 0 53 2
a 9 279 0 64 107
a 9 36 0 98 130
a 9 137 0 44 158
a 9 154 0 31 73
a 9 276 0 44 123
a 14 162 0 1113 200
a 14 131 0 49 195
a 14 223 0 56 32
a 14 175 0 54 19
a 14 112 0 46 27
a 18 186 0 1113 200
a 18 277 0 82 10
a 30 264 0 1113 200
a 30 236 0 54 81
a 30 28 0 74 64
a 30 228 0 33 22
a 30 33 0 55 95
a 30 156 0 48 144
a 30 32 0 82 184
a 30 251 0 24 5
a 30 20 0 64 74
a 48 260 0 1113 200
a 48 11 0 20 97
a 48 170 0 54 176
a 48 196 0 90 9
a 48 249 0 50 181
a 48 259 0 19 52
a 56 65 0 1113 14
a 56 160 0 23 158
a 56 246 0 29 29
a 56 22 0 68 130
a 56 244 0 29 163
a 56 47 0 28 172
a 56 229 0 94 105
a 56 175 0 37 57
a 56 250 0 98 25
a 56 99 0 84 161
a 60 126 0 1113 88
a 60 262 0 12 157
a 65 213 0 1113 200
a 65 105 0 40 111
a 65 11 0 93 14
a 87 143 0 1113 200
a 87 24 0 84 185
a 87 247 0 76 69
a 87 183 0 99 105
a 87 106 0 40 100
a 87 284 0 25 63
a 87 116 0 99 132
a 87 148 0 48 94
a 87 74 0 40 185
a 87 188 0 35 50
a 93 275 0 1113 198
a 93 34 0 65 73
a 93 219 0 67 100
a 93 22 0 72 76
a 93 82 0 82 55
a 93 114 0 63 104
a 97 261 0 1113 118
a 97 281 0 96 170
a 97 284 0 70 199
a 97 236 0 20 147
a 97 279 0 29 47
a 97 80 0 83 10
a 97 242 0 23 174
a 97 192 0 31 101
a 101 251 0 1113 200
a 101 9 0 91 153
a 101 63 0 41 156
a 101 66 0 17 46
a 101 99 0 91 125
a 101 70 0 74 18
a 101 76 0 43 51
a 101 102 0 74 192
a 101 71 0 32 126
a 101 43 0 84 163
a 112 101 0 1113 51
a 112 158 0 27 116
a 112 281 0 79 28
a 112 234 0 20 190
a 113 166 0 1113 200
a 113 173 0 60 17
a 113 134 0 69 8
a 113 294 0 71 70
a 122 9 0 1113 102
a 122 68 0 54 15
a 122 160 0 47 167
a 122 193 0 78 93
a 122 156 0 89 53
a 122 61 0 99 32
a 122 250 0 64 73
a 122 103 0 26 24
a 122 39 0 48 63
a 122 278 0 19 20
a 122 64 0 61 168
a 126 295 0 1113 121
a 126 190 0 80 36
a 126 149 0 100 163
a 126 38 0 81 92
a 128 122 0 1113 200
a 128 241 0 94 92
a 128 90 0 74 160
a 128 133 0 82 132
a 143 188 0 1113 26
a 143 38 0 92 150
a 162 223 0 1113 200
a 162 260 0 39 65
a 162 62 0 38 62
a 162 226 0 16 154
a 162 30 0 63 29
a 162 262 0 15 78
a 162 168 0 70 89
a 162 45 0 20 25
a 166 128 0 1113 200
a 166 189 0 73 29
a 166 248 0 90 139
a 166 158 0 55 113
a 166 61 0 66 185
a 166 293 0 15 188
a 166 72 0 17 151
a 166 139 0 43 191
a 166 163 0 79 125
a 166 279 0 16 183
a 166 276 0 23 74
a 171 179 0 1113 54
a 171 9 0 49 109
a 172 56 0 1113 198
a 172 199 0 17 14
a 172 164 0 94 31
a 172 11 0 74 71
a 172 66 0 93 189
a 179 14 0 1113 200
a 179 155 0 51 53
a 179 71 0 86 200
a 179 195 0 95 172
a 179 160 0 16 51
a 179 48 0 98 194
a 179 182 0 94 184
a 179 44 0 22 186
a 179 151 0 52 161
a 179 174 0 85 84
a 179 116 0 60 143
a 179 270 0 51 91
a 186 30 0 1113 200
a 186 283 0 80 75
a 186 52 0 86 87
a 186 300 0 41 106
a 186 88 0 67 59
a 186 247 0 15 103
a 188 112 0 1113 200
a 188 281 0 70 188
a 188 208 0 99 138
a 188 164 0 41 157
a 188 246 0 19 167
a 188 239 0 23 57
a 188 79 0 88 15
a 188 120 0 61 9
a 194 87 0 1113 52
a 194 211 0 65 192
a 194 126 0 66 25
a 194 280 0 79 147
a 194 240 0 31 193
a 213 194 0 1113 200
a 213 209 0 94 47
a 213 43 0 66 95
a 223 248 0 1113 200
a 223 213 0 91 172
a 223 98 0 17 65
a 223 247 0 96 29
a 223 78 0 26 52
a 223 175 0 78 106
a 223 83 0 32 177
a 223 25 0 41 132
a 230 48 0 1113 59
a 230 171 0 24 67
a 230 202 0 95 80
a 230 70 0 83 175
a 248 93 0 1113 162
a 248 275 0 89 76
a 248 171 0 56 64
a 248 114 0 20 124
a 248 77 0 17 159
a 248 227 0 35 94
a 248 83 0 89 154
a 251 171 0 1113 200
a 251 108 0 66 77
a 251 98 0 86 4
a 251 172 0 20 44
a 251 47 0 37 144
a 251 91 0 33 82
a 252 172 0 1113 200
a 252 69 0 60 138
a 252 232 0 76 174
a 252 205 0 38 159
a 252 94 0 42 73
a 252 121 0 95 122
a 252 237 0 61 137
a 252 243 0 64 45
a 252 91 0 36 82
a 252 269 0 47 128
a 252 46 0 92 92
a 252 12 0 59 152
a 260 97 0 1113 200
a 260 276 0 96 179
a 260 217 0 32 14
a 260 158 0 67 83
a 260 119 0 100 89
a 260 185 0 87 123
a 260 153 0 94 19
a 261 113 0 1113 200
a 261 129 0 51 173
a 261 215 0 70 59
a 261 82 0 11 81
a 261 259 0 15 30
a 261 162 0 22 27
a 264 279 0 1113 149
a 264 94 0 54 83
a 264 11 0 50 146
a 264 19 0 88 114
a 264 14 0 64 196
a 275 230 0 1113 7
a 275 297 0 1113 200
a 275 60 0 21 199
a 279 252 0 1113 173
a 279 228 0 53 68
a 279 37 0 34 65
a 279 36 0 66 187
a 279 55 0 95 120
a 279 135 0 54 58
a 279 111 0 67 145
a 279 155 0 16 183
a 279 136 0 78 13
a 279 77 0 17 74
a 279 31 0 56 132
a 3 153 0 456 177
a 3 109 0 21 103
a 3 127 0 27 141
a 3 169 0 75 11
a 3 125 0 73 126
a 19 74 0 456 200
a 19 123 0 66 170
a 19 231 0 52 21
a 19 210 0 30 111
a 19 103 0 92 188
a 19 39 0 62 187
a 27 234 0 456 200
a 27 281 0 61 17
a 27 284 0 63 24
a 27 232 0 86 187
a 27 130 0 49 96
a 27 16 0 28 3
a 38 19 0 456 67
a 38 122 0 70 146
a 38 176 0 21 74
a 38 233 0 64 67
a 38 106 0 35 172
a 38 298 0 83 57
a 38 56 0 45 38
a 38 62 0 36 22
a 38 98 0 69 41
a 61 38 0 456 200
a 61 228 0 23 12
a 61 207 0 43 94
a 61 210 0 13 59
a 61 182 0 65 197
a 68 106 0 456 178
a 68 14 0 45 121
a 68 271 0 64 149
a 68 102 0 83 155
a 68 85 0 53 117
a 68 92 0 13 152
a 74 288 0 456 46
a 74 257 0 48 199
a 74 71 0 97 196
a 74 225 0 28 75
a 74 172 0 71 62
a 74 221 0 53 162
a 74 183 0 19 129
a 74 216 0 12 142
a 74 115 0 93 114
a 106 183 0 456 200
a 106 15 0 28 21
a 106 14 0 25 98
a 114 134 0 456 200
a 114 56 0 95 29
a 114 220 0 96 200
a 114 21 0 16 8
a 114 283 0 86 108
a 117 68 0 456 140
a 117 91 0 84 166
a 117 79 0 30 43
a 119 127 0 456 200
a 119 190 0 19 116
a 119 41 0 60 39
a 127 131 0 456 200
a 127 243 0 45 98
a 127 130 0 72 170
a 127 222 0 69 189
a 127 297 0 10 180
a 127 225 0 44 194
a 127 124 0 15 137
a 127 285 0 53 192
a 127 77 0 35 47
a 130 176 0 456 104
a 130 70 0 86 8
a 130 256 0 31 195
a 131 255 0 456 200
a 131 66 0 96 23
a 131 152 0 81 61
a 131 243 0 40 108
a 131 68 0 39 165
a 131 277 0 90 168
a 131 35 0 29 107
a 131 118 0 95 130
a 131 231 0 23 158
a 131 237 0 90 11
a 131 162 0 54 196
a 131 49 0 47 179
a 134 263 0 456 200
a 134 192 0 49 9
a 134 77 0 53 16
a 134 230 0 57 65
a 134 131 0 73 164
a 134 299 0 98 62
a 146 114 0 456 81
a 146 208 0 66 14
a 146 198 0 89 152
a 146 53 0 26 115
a 146 127 0 96 133
a 146 151 0 96 50
a 146 194 0 83 30
a 146 188 0 53 139
a 153 117 0 456 200
a 153 160 0 99 9
a 153 152 0 70 77
a 153 50 0 50 180
a 153 14 0 32 194
a 153 282 0 66 153
a 153 82 0 73 118
a 153 143 0 27 3
a 153 56 0 80 20
a 153 188 0 61 64
a 153 215 0 65 71
a 161 27 0 456 71
a 161 10 0 70 75
a 161 164 0 34 25
a 161 209 0 21 124
a 161 78 0 93 52
a 161 129 0 37 132
a 161 283 0 73 70
a 161 289 0 12 82
a 161 233 0 68 108
a 161 172 0 60 150
a 161 141 0 83 74
a 176 300 0 456 11
a 176 209 0 13 193
a 176 61 0 54 66
a 176 106 0 84 3
a 176 213 0 75 102
a 176 149 0 14 46
a 183 237 0 456 200
a 183 53 0 30 4
a 183 105 0 40 115
a 183 228 0 44 98
a 183 268 0 47 133
a 206 119 0 456 200
a 206 10 0 50 123
a 206 207 0 12 139
a 206 213 0 40 152
a 206 169 0 68 13
a 234 61 0 456 17
a 234 67 0 100 59
a 234 196 0 96 29
a 234 289 0 56 15
a 234 174 0 81 67
a 234 138 0 27 18
a 234 167 0 73 41
a 234 255 0 42 93
a 237 161 0 456 200
a 237 56 0 39 76
a 237 19 0 27 35
a 237 136 0 66 154
a 237 186 0 47 176
a 255 130 0 456 200
a 255 125 0 40 193
a 255 91 0 55 167
a 255 17 0 57 148
a 255 183 0 56 46
a 255 296 0 12 191
a 255 275 0 79 101
a 255 286 0 28 180
a 255 36 0 62 7
a 255 133 0 80 184
a 255 14 0 40 19
a 255 230 0 95 58
a 263 206 0 456 200
a 263 135 0 81 164
a 263 119 0 86 118
a 263 259 0 33 136
a 263 85 0 63 164
a 263 12 0 47 158
a 263 11 0 51 85
a 269 146 0 456 136
a 269 27 0 44 7
a 269 288 0 64 83
a 269 101 0 56 43
a 269 227 0 28 98
a 269 97 0 54 120
a 269 99 0 99 152
a 269 10 0 34 15
a 269 222 0 49 63
a 269 197 0 46 7
a 274 293 0 456 74
a 274 291 0 456 200
a 274 140 0 70 73
a 274 199 0 12 2
a 274 16 0 12 195
a 288 274 0 456 6
a 288 193 0 82 106
a 288 117 0 29 9
a 288 61 0 80 178
a 288 125 0 31 152
a 288 128 0 90 185
a 288 272 0 95 46
a 288 266 0 46 154
a 288 144 0 30 148
a 288 19 0 14 184
a 291 269 0 456 200
a 291 106 0 50 142
a 291 247 0 83 18
a 291 210 0 34 29
a 4 271 0 950 24
a 4 162 0 96 127
a 39 82 0 950 160
a 39 75 0 89 78
a 39 289 0 11 145
a 39 214 0 27 174
a 39 149 0 35 79
a 39 146 0 75 57
a 39 299 0 88 108
a 43 123 0 950 200
a 43 55 0 51 18
a 43 115 0 47 160
a 43 225 0 79 91
a 43 228 0 29 68
a 43 28 0 36 18
a 43 53 0 62 103
a 43 139 0 75 113
a 43 231 0 82 33
a 46 204 0 950 140
a 46 112 0 28 110
a 46 105 0 32 20
a 46 118 0 53 41
a 46 53 0 74 120
a 46 124 0 78 83
a 46 140 0 75 69
a 46 111 0 53 70
a 46 266 0 42 76
a 46 280 0 30 183
a 58 157 0 950 200
a 58 134 0 78 122
a 58 200 0 99 65
a 58 264 0 96 144
a 58 261 0 77 3
a 58 86 0 32 95
a 58 50 0 39 62
a 73 78 0 950 200
a 73 19 0 85 53
a 73 92 0 87 156
a 73 187 0 19 91
a 73 114 0 76 138
a 73 268 0 74 60
a 73 124 0 24 187
a 73 93 0 90 35
a 73 263 0 96 80
a 75 98 0 950 200
a 75 152 0 99 43
a 75 223 0 33 128
a 75 100 0 55 108
a 75 193 0 14 14
a 75 21 0 59 162
a 75 219 0 39 77
a 75 222 0 69 134
a 75 199 0 59 172
a 75 276 0 34 66
a 78 120 0 950 200
a 78 48 0 30 157
a 78 144 0 28 199
a 78 124 0 71 171
a 78 69 0 28 71
a 78 91 0 66 128
a 78 75 0 82 34
a 78 154 0 21 116
a 78 70 0 85 101
a 78 49 0 23 167
a 78 30 0 32 126
a 82 177 0 950 149
a 82 233 0 61 152
a 82 286 0 82 51
a 82 186 0 65 114
a 82 171 0 99 101
a 82 276 0 84 136
a 82 216 0 78 40
a 82 255 0 60 61
a 82 127 0 66 105
a 82 163 0 88 176
a 82 71 0 14 119
a 89 187 0 950 200
a 89 140 0 81 7
a 89 103 0 95 165
a 89 138 0 82 188
a 89 274 0 36 193
a 89 168 0 18 112
a 89 197 0 38 31
a 89 157 0 88 75
a 89 39 0 81 19
a 89 113 0 28 96
a 94 232 0 950 200
a 94 40 0 66 15
a 94 198 0 37 71
a 94 151 0 70 100
a 94 139 0 82 182
a 94 243 0 83 26
a 98 73 0 950 200
a 98 238 0 39 81
a 98 57 0 90 181
a 98 111 0 77 21
a 98 242 0 97 114
a 98 154 0 40 111
a 99 174 0 950 200
a 99 61 0 64 127
a 99 279 0 57 27
a 99 55 0 73 92
a 99 233 0 42 180
a 109 293 0 950 200
a 109 79 0 92 55
a 109 178 0 49 150
a 109 9 0 58 41
a 109 76 0 99 186
a 109 278 0 86 169
a 109 108 0 16 37
a 109 215 0 66 135
a 109 35 0 27 18
a 109 127 0 90 156
a 118 227 0 950 200
a 118 269 0 65 161
a 118 241 0 46 146
a 118 251 0 75 122
a 118 158 0 17 28
a 118 247 0 67 3
a 118 64 0 31 76
a 120 212 0 950 200
a 120 134 0 55 25
a 120 90 0 11 132
a 120 158 0 39 81
a 120 67 0 100 183
a 120 227 0 99 23
a 120 45 0 83 139
a 123 189 0 950 200
a 123 237 0 95 171
a 123 134 0 77 158
a 123 48 0 22 82
a 123 81 0 88 163
a 123 10 0 47 119
a 123 288 0 46 122
a 123 84 0 99 161
a 124 192 0 950 200
a 124 49 0 82 188
a 124 257 0 94 72
a 124 168 0 17 86
a 124 282 0 88 10
a 124 196 0 96 113
a 124 102 0 38 98
a 145 39 0 950 200
a 145 257 0 14 134
a 145 226 0 75 50
a 145 98 0 31 185
a 155 43 0 950 66
a 155 131 0 100 192
a 155 10 0 62 164
a 155 227 0 64 45
a 155 52 0 79 14
a 155 296 0 85 12
a 155 260 0 66 3
a 155 249 0 42 25
a 155 61 0 63 178
a 155 100 0 91 29
a 155 217 0 78 44
a 157 124 0 950 200
a 157 256 0 73 189
a 157 257 0 59 186
a 157 52 0 96 168
a 157 208 0 41 30
a 157 51 0 36 127
a 157 35 0 10 164
a 157 116 0 89 93
a 157 176 0 64 8
a 157 246 0 57 143
a 159 289 0 950 200
a 159 157 0 45 61
a 159 278 0 11 148
a 163 99 0 950 141
a 163 197 0 10 117
a 165 299 0 950 50
a 165 118 0 950 200
a 165 138 0 90 114
a 165 17 0 76 74
a 165 56 0 82 108
a 165 86 0 75 92
a 165 225 0 24 173
a 165 91 0 66 81
a 165 24 0 71 26
a 174 175 0 950 89
a 174 124 0 45 112
a 174 143 0 97 115
a 174 37 0 60 153
a 174 155 0 68 156
a 174 297 0 98 168
a 174 264 0 50 146
a 174 51 0 20 115
a 174 207 0 35 29
a 174 156 0 60 20
a 174 269 0 34 180
a 175 75 0 950 9
a 175 197 0 99 95
a 175 294 0 36 71
a 175 83 0 30 83
a 175 11 0 14 182
a 175 185 0 57 142
a 175 180 0 45 110
a 175 116 0 11 160
a 175 262 0 64 146
a 175 257 0 73 78
a 177 163 0 950 200
a 177 269 0 48 121
a 180 165 0 950 200
a 180 173 0 53 127
a 180 246 0 77 29
a 187 94 0 950 200
a 187 145 0 61 136
a 187 78 0 88 129
a 187 28 0 67 193
a 187 48 0 28 152
a 187 57 0 98 32
a 187 34 0 35 83
a 187 35 0 63 194
a 187 124 0 82 155
a 189 267 0 950 92
a 189 212 0 99 97
a 189 221 0 92 141
a 189 265 0 86 6
a 189 47 0 71 15
a 189 299 0 36 163
a 189 100 0 33 18
a 189 232 0 51 28
a 189 291 0 18 19
a 192 145 0 950 200
a 192 34 0 65 114
a 192 186 0 52 29
a 192 31 0 51 115
a 192 35 0 33 197
a 192 92 0 93 47
a 192 202 0 10 122
a 192 57 0 46 83
a 192 137 0 62 136
a 204 285 0 950 200
a 204 118 0 58 26
a 204 40 0 44 112
a 204 246 0 41 143
a 204 120 0 36 118
a 204 193 0 85 153
a 204 112 0 57 43
a 204 206 0 97 10
a 204 17 0 26 194
a 204 224 0 79 10
a 204 46 0 79 173
a 212 246 0 950 200
a 212 49 0 77 72
a 212 242 0 68 190
a 212 283 0 38 74
a 212 213 0 13 189
a 212 83 0 81 13
a 212 56 0 72 109
a 216 159 0 950 76
a 216 174 0 49 70
a 227 155 0 950 23
a 227 84 0 41 143
a 227 297 0 41 183
a 227 181 0 88 120
a 227 54 0 60 130
a 227 206 0 69 153
a 227 139 0 10 173
a 227 87 0 86 134
a 227 121 0 31 138
a 227 169 0 58 47
a 227 195 0 74 85
a 232 180 0 950 200
a 232 240 0 58 133
a 232 51 0 74 147
a 232 298 0 60 154
a 232 61 0 59 90
a 232 297 0 98 108
a 232 119 0 44 4
a 246 109 0 950 2
a 246 263 0 11 192
a 246 90 0 31 51
a 246 184 0 28 91
a 246 197 0 85 114
a 246 20 0 73 177
a 246 33 0 80 45
a 246 35 0 47 104
a 246 156 0 86 43
a 246 300 0 10 108
a 246 102 0 45 34
a 267 46 0 950 142
a 267 285 0 70 97
a 267 158 0 52 39
a 267 295 0 51 47
a 267 201 0 58 18
a 267 177 0 93 144
a 267 42 0 47 137
a 267 242 0 30 80
a 267 248 0 100 189
a 267 34 0 64 88
a 271 89 0 950 46
a 271 69 0 95 192
a 271 240 0 86 165
a 271 132 0 17 145
a 271 246 0 23 61
a 271 148 0 26 37
a 273 58 0 950 200
a 273 236 0 36 11
a 273 53 0 39 53
a 273 238 0 89 80
a 273 32 0 32 188
a 273 166 0 36 64
a 273 165 0 11 50
a 285 216 0 950 200
a 285 209 0 44 69
a 285 156 0 85 193
a 285 220 0 80 39
a 285 250 0 34 33
a 285 15 0 84 19
a 285 198 0 38 190
a 285 76 0 21 7
a 285 213 0 79 88
a 285 230 0 18 20
a 285 159 0 51 188
a 285 185 0 32 171
a 289 273 0 950 149
a 289 112 0 29 136
a 5 290 0 1035 200
a 5 71 0 80 78
a 22 202 0 1035 102
a 22 36 0 26 72
a 22 65 0 46 4
a 22 31 0 24 78
a 22 21 0 38 111
a 22 195 0 54 128
a 22 124 0 31 31
a 22 72 0 18 169
a 23 168 0 1035 200
a 23 176 0 84 200
a 23 185 0 97 146
a 25 147 0 1035 130
a 25 192 0 28 52
a 25 60 0 69 125
a 25 44 0 53 95
a 31 102 0 1035 176
a 31 217 0 96 51
a 31 121 0 94 96
a 31 264 0 90 167
a 31 288 0 47 64
a 31 199 0 48 124
a 31 54 0 37 23
a 31 38 0 31 174
a 41 23 0 1035 200
a 41 61 0 58 49
a 41 232 0 35 184
a 41 262 0 49 184
a 41 198 0 18 17
a 41 143 0 11 31
a 44 72 0 1035 19
a 44 209 0 18 36
a 44 95 0 42 41
a 50 253 0 1035 200
a 50 198 0 94 33
a 50 61 0 32 109
a 50 242 0 97 60
a 50 286 0 37 40
a 63 170 0 1035 101
a 63 294 0 38 189
a 63 138 0 21 98
a 63 292 0 92 164
a 63 135 0 33 154
a 63 254 0 22 110
a 63 105 0 26 26
a 63 143 0 70 30
a 70 154 0 1035 200
a 70 226 0 36 156
a 70 136 0 16 195
a 70 35 0 89 80
a 70 239 0 12 184
a 70 109 0 21 134
a 70 24 0 29 39
a 70 41 0 21 71
a 70 203 0 25 125
a 72 240 0 1035 200
a 72 33 0 26 193
a 80 236 0 1035 4
a 80 185 0 95 134
a 100 250 0 1035 32
a 100 163 0 91 69
a 100 130 0 92 35
a 100 69 0 88 89
a 100 91 0 66 169
a 100 243 0 72 54
a 102 70 0 1035 137
a 102 166 0 19 113
a 102 143 0 81 82
a 102 35 0 78 73
a 102 186 0 48 44
a 102 222 0 96 88
a 102 131 0 94 169
a 129 31 0 1035 200
a 129 248 0 73 168
a 129 112 0 45 49
a 129 103 0 52 46
a 129 238 0 97 90
a 129 136 0 35 33
a 129 22 0 12 145
a 129 148 0 26 70
a 129 193 0 81 73
a 129 235 0 24 102
a 133 203 0 1035 133
a 133 222 0 51 13
a 133 115 0 96 144
a 141 182 0 1035 198
a 141 208 0 55 128
a 141 281 0 97 86
a 141 201 0 62 28
a 141 96 0 10 145
a 141 46 0 99 188
a 141 223 0 16 171
a 141 59 0 10 125
a 141 173 0 23 21
a 141 185 0 80 121
a 141 134 0 47 59
a 147 152 0 1035 200
a 147 294 0 82 160
a 147 276 0 43 44
a 147 146 0 64 141
a 152 300 0 1035 60
a 152 235 0 1035 200
a 152 243 0 100 161
a 152 31 0 22 20
a 152 12 0 76 152
a 152 142 0 59 56
a 152 47 0 91 118
a 152 105 0 25 94
a 152 135 0 21 2
a 152 66 0 51 137
a 154 44 0 1035 105
a 154 217 0 72 178
a 154 109 0 52 175
a 154 67 0 54 61
a 154 95 0 16 195
a 154 291 0 31 134
a 154 298 0 14 147
a 154 133 0 15 103
a 154 171 0 58 75
a 168 129 0 1035 200
a 168 205 0 21 86
a 168 268 0 44 48
a 168 94 0 20 95
